,XGB,XGB_GPU,LGB
0,1999,1978,2001
1,1989,1942,1972
2,1896,1858,1912
3,1950,1868,1964
4,1947,1892,1867
5,1899,1869,1916
6,1820,1877,1938
7,1972,1879,1940
8,1832,1823,1889
9,1893,1891,1828
10,1854,1802,1907
11,1901,1842,1918
12,1902,1824,1852
13,1851,1778,1887
14,1804,1720,1836
15,1621,1657,1838
16,1807,1720,1850
17,1660,1707,1826
18,1754,1761,1838
19,1563,1713,1689
20,1715,1774,1602
21,1681,1798,1894
22,1685,1241,1772
23,1672,1658,1815
24,1870,1693,1824
25,1568,1600,1624
26,1317,1141,1373
27,1397,1330,1895
28,1332,1572,1251
29,1478,1592,1432
30,1206,1010,1379
31,1168,1234,1410
32,1196,1076,1401
33,1564,1143,1094
34,1135,1212,1282
35,1113,1287,1265
36,1515,1030,1079
37,932,802,1253
38,780,979,910
39,1318,886,1588
40,867,878,1228
41,900,1060,877
42,730,1700,1202
43,983,566,1073
44,1245,748,783
45,961,954,943
46,1122,1246,1080
47,874,1358,1138
48,962,808,1360
49,1359,710,854
50,1159,1591,1548
51,770,1103,1612
52,809,858,1045
53,1258,674,1104
54,747,1161,1206
55,933,1430,992
56,840,1218,883
57,941,1590,839
58,920,558,1314
59,976,1298,941
60,364,811,1352
61,515,1210,940
62,1029,1270,1469
63,1044,948,1310
64,1852,1327,878
65,1153,916,1199
66,955,541,1034
67,889,532,1063
68,951,892,1360
69,616,595,1262
70,452,414,904
71,1108,1712,997
72,789,1146,1606
73,618,557,1055
74,269,1059,899
75,1323,770,1583
76,1540,342,1067
77,404,388,1324
78,385,424,971
79,295,437,1248
80,1128,1490,1006
81,1433,605,1135
82,619,708,1430
83,500,309,1228
84,519,1029,1066
85,1494,429,1055
86,516,1537,750
87,210,469,1156
88,731,1584,1627
89,1722,1279,1576
90,1754,879,854
91,524,1043,1064
92,327,827,844
93,1287,556,1175
94,1620,298,1370
95,498,237,1432
96,1183,388,1816
97,572,341,1148
98,438,1374,920
99,419,1279,1647
