,CPU,EQBIN_dw,EQBIN_lg,GPU,LGB
f21,0.10748047239228911,0.10656536029733814,0.10656536029733814,0.10685439565426127,0.10776152017998426
f31,0.06574161342893228,0.06322806868808749,0.06322806868808749,0.06512875126549822,0.073706233031712
f9,0.06266491810098193,0.06459566185530709,0.06459566185530709,0.06263645830285737,0.06223904752130817
f7,0.05768256736310991,0.05705683782757705,0.05705683782757705,0.05710244468632252,0.07256057630236053
f30,0.056068112557461754,0.057363528097399426,0.057363528097399426,0.05616042811014061,0.04682399037688519
f10,0.05534464804233292,0.0556513463847595,0.0556513463847595,0.056734114718047755,0.08592927365119811
f5,0.054172789088883705,0.05385786933613338,0.05385786933613338,0.054778821088177825,0.047005072709973526
f13,0.052941113129179436,0.05343673418851983,0.05343673418851983,0.05327070990515838,0.07590561912061704
f4,0.05233509956980146,0.04949295516307718,0.04949295516307718,0.05238208164055591,0.047891230774215345
f20,0.05157256076762818,0.05040530937481818,0.05040530937481818,0.05024071363201157,0.04786669466831301
f17,0.04928295937340118,0.050579599371559744,0.050579599371559744,0.04921483624978558,0.04656492254608462
f1,0.04345808111871293,0.042999372626056465,0.042999372626056465,0.04532276152070357,0.03731502169151919
f18,0.043250711485953976,0.04326550299928202,0.04326550299928202,0.043867779226638495,0.06637615779890114
f19,0.041549081727798504,0.04074235004498972,0.04074235004498972,0.04135076524806431,0.04496831354381912
f12,0.040785916134460524,0.040685326487635544,0.040685326487635544,0.04128507770208708,0.03473280339433792
f15,0.037926684922382,0.03710836652482971,0.03710836652482971,0.0372730279048852,0.04086890586243888
f6,0.008179114032875948,0.008169589395163436,0.008169589395163436,0.008027894024442454,0.003849625287496093
f23,0.008139647643226179,0.008570908369409087,0.008570908369409087,0.008054667635938493,0.0039014309950810566
f25,0.00811864768195728,0.008271200538241052,0.008271200538241052,0.007916850427961532,0.003813022015941667
f26,0.008076263903723502,0.008260073214504619,0.008260073214504619,0.007910403630078954,0.0037249762083227363
f0,0.008071827400362424,0.00831657487857279,0.00831657487857279,0.007782717136411314,0.003841068600191603
f24,0.008042792102314615,0.008413515947455662,0.008413515947455662,0.007875969682364498,0.003829651888867708
f8,0.008028828577338224,0.008274099053692101,0.008274099053692101,0.007889713580678739,0.003871410719403895
f16,0.007995014348479549,0.008312063228143209,0.008312063228143209,0.007944785700983061,0.0039563346458784164
f22,0.007979258635143144,0.008397322581348864,0.008397322581348864,0.007926670849735473,0.003710187052256743
f28,0.007918770495100967,0.008326778740070697,0.008326778740070697,0.007816622984603437,0.003842306262852961
f11,0.007910396179013835,0.0082934527158398,0.0082934527158398,0.007757596593311816,0.00394838626095518
f14,0.007901306780010874,0.008353354566938496,0.008353354566938496,0.007869240325927028,0.003907757350834703
f3,0.00787736909306965,0.00815904685262383,0.00815904685262383,0.00800854594325956,0.003899918202641428
f2,0.00785716425473217,0.008336444903939151,0.008336444903939151,0.007696030767958497,0.0038286871689557707
f27,0.007842681058126126,0.008423801904341563,0.008423801904341563,0.007969671271938934,0.003748309721511149
f29,0.007803588611215613,0.008087583842345277,0.008087583842345277,0.007949452589210626,0.00381154444514106
