,XGB,LGB
0,27100,26739
1,25671,25614
2,24543,24465
3,22958,23131
4,23948,23203
5,25090,25208
6,23901,23163
7,22154,24756
8,24060,21656
9,22424,23692
10,23251,23098
11,21693,22225
12,23615,23985
13,20901,22723
14,22000,20588
15,20260,20817
16,21735,21725
17,19711,22938
18,18672,19247
19,20005,18954
20,19253,17817
21,19054,15786
22,17790,19641
23,14143,16018
24,19289,17255
25,16338,16862
26,17598,18395
27,15927,13877
28,12822,15862
29,13428,12998
30,13322,12665
31,14830,13277
32,10524,10857
33,13022,9432
34,10873,8296
35,8552,10636
36,10622,6345
37,11325,11092
38,7412,12679
39,10405,9259
40,7563,6306
41,6557,6546
42,6077,5504
43,5444,4068
44,6107,4617
45,5298,3429
46,4697,4776
47,4318,3958
48,3296,5912
49,5144,3238
50,6095,4253
51,4680,6892
52,4056,4236
53,6774,4708
54,5874,15830
55,4188,4090
56,4779,3759
57,6227,4248
58,3500,16434
59,5324,3997
60,3651,8871
61,6710,3886
62,11005,3652
63,7638,5509
64,4048,10676
65,4445,3624
66,7044,5217
67,4755,13230
68,7616,4108
69,8090,13970
70,3969,4492
71,5320,5975
72,2987,2879
73,3988,4413
74,5861,3086
75,5460,8800
76,13005,4884
77,5066,9505
78,9396,7242
79,12925,12609
80,7168,3626
81,5473,4833
82,6012,8825
83,12878,6042
84,9353,8542
85,3919,14238
86,6047,5547
87,4971,3627
88,5369,11978
89,6822,3615
90,19832,5682
91,5695,9951
92,6064,3070
93,4066,6281
94,5306,4435
95,5338,7006
96,14999,8343
97,3995,7203
98,6948,6458
99,5209,11619
