,XGB_CPU,XGB_GPU,LGBM
0,823,808,855
1,800,803,851
2,794,824,838
3,813,833,743
4,724,743,776
5,814,758,843
6,773,813,719
7,749,730,746
8,713,801,740
9,677,657,772
10,683,698,750
11,735,687,716
12,733,722,764
13,650,665,630
14,600,657,764
15,666,683,680
16,595,709,671
17,639,764,610
18,644,651,730
19,666,585,636
20,586,544,612
21,553,425,659
22,583,596,541
23,516,482,418
24,456,402,728
25,436,455,490
26,395,371,589
27,329,455,427
28,397,260,515
29,246,628,418
30,595,240,314
31,221,529,322
32,500,295,312
33,358,502,286
34,302,305,436
35,212,216,363
36,538,244,270
37,277,191,527
38,338,257,285
39,231,327,296
40,369,286,623
41,553,361,540
42,210,502,372
43,471,442,247
44,197,183,416
45,340,331,291
46,319,659,543
47,305,262,617
48,527,318,368
49,198,127,529
