,EQBIN_dw,EQBIN_lg,LGB
0,2968,2968,2976
1,2700,2700,2683
2,2728,2728,2659
3,2750,2750,2692
4,2737,2737,2745
5,2712,2712,2741
6,2798,2798,2762
7,2771,2771,2764
8,2729,2729,2749
9,2695,2695,2621
10,2635,2635,2542
11,2560,2560,2585
12,2552,2552,2568
13,2500,2500,2448
14,2464,2464,2349
15,2382,2382,2406
16,2340,2340,2326
17,2283,2283,2233
18,2220,2220,2204
19,2152,2152,2152
20,2096,2096,2075
21,2054,2054,2098
22,1972,1972,2015
23,1940,1940,1964
24,1868,1868,1873
25,1850,1850,1811
26,1794,1794,1755
27,1736,1736,1743
28,1704,1704,1709
29,1658,1658,1634
30,1610,1610,1588
31,1564,1564,1564
32,1548,1548,1524
33,1509,1509,1490
34,1458,1458,1450
35,1398,1398,1336
36,1382,1382,1376
37,1339,1339,1309
38,1318,1318,1295
39,1266,1266,1272
40,1265,1265,1218
41,1219,1219,1202
42,1199,1199,1188
43,1156,1156,1141
44,1137,1137,1097
45,1105,1105,1090
46,1086,1086,1062
47,1045,1045,1033
48,1016,1016,1015
49,1017,1017,984
50,978,978,967
51,970,970,939
52,945,945,933
53,921,921,904
54,907,907,905
55,868,868,842
56,819,819,858
57,832,832,834
58,820,820,808
59,800,800,809
60,803,803,801
61,791,791,782
62,754,754,760
63,736,736,742
64,724,724,738
65,723,723,725
66,707,707,702
67,686,686,686
68,694,694,686
69,672,672,674
70,639,639,660
71,644,644,636
72,635,635,620
73,625,625,610
74,613,613,603
75,597,597,605
76,591,591,601
77,589,589,582
78,580,580,569
79,569,569,562
80,556,556,562
81,550,550,540
82,535,535,541
83,528,528,531
84,516,516,528
85,483,483,519
86,512,512,497
87,497,497,502
88,492,492,466
89,471,471,486
90,486,486,486
91,465,465,464
92,466,466,468
93,463,463,471
94,452,452,452
95,389,389,446
96,444,444,439
97,441,441,440
98,400,400,437
99,425,425,423
