,XGB_CPU,XGB_GPU,LGBM
f25,0.0979461876437,0.10111556668,0.118870574999
f27,0.0662182670447,0.0662936949264,0.0682764086924
f26,0.0564625962455,0.0565879379356,0.0560733901616
f24,0.0477204662454,0.0485358859508,0.0560512052163
f5,0.0470484874578,0.04788602725,0.0547228513383
f22,0.0459042710156,0.0469524650557,0.0526466380238
f0,0.0364859007022,0.0373921877487,0.0460862707113
f21,0.0355463359588,0.036112907445,0.0433177706222
f3,0.0339773609881,0.0341238228321,0.0388078493261
f8,0.0337121450039,0.0298979229489,0.00481676911936
f9,0.0319715359418,0.0324879543496,0.0363788026261
f13,0.0300978394448,0.0309711217873,0.0344489975615
f23,0.0294458563693,0.0299842750429,0.0326789235413
f17,0.0294275111565,0.0297102102623,0.0334939749361
f16,0.0294043749978,0.0245680081384,0.00343218168209
f20,0.0290561560401,0.02632714228,0.00331212467895
f12,0.0277324301877,0.0241750908121,0.00325190762866
f1,0.0270587342077,0.0274265729157,0.029038637312
f6,0.0270493147142,0.0276934005864,0.0305978454839
f18,0.0269466354955,0.0274706462635,0.028740547733
f14,0.0268630110135,0.0273955579392,0.0294959120325
f10,0.0268188830467,0.0273219266139,0.0286834179767
f19,0.026544764931,0.0269208403336,0.0285489142532
f7,0.0263065701255,0.0269753589303,0.0269989506783
f11,0.0262431305549,0.0267120820735,0.0279896645649
f4,0.0262356228227,0.0259230072928,0.0269517632562
f2,0.0260251850015,0.0267541247103,0.0289639170361
f15,0.025750425643,0.0262842608946,0.0273237888082
