,XGB_CPU,XGB_GPU,LGBM
0,3580,3216,3550
1,3273,3250,3309
2,3289,3256,3254
3,3406,3322,3029
4,3335,3157,3289
5,3549,3449,3376
6,3576,3340,3571
7,3335,3472,3215
8,3207,3166,3587
9,3385,3402,3276
10,3258,3030,3415
11,3290,3289,3163
12,3094,2891,2891
13,3001,3023,2999
14,2872,2864,3080
15,2794,2719,2824
16,2801,2761,2485
17,2593,2561,2560
18,2673,2384,2493
19,2738,2499,2659
20,2283,2225,2728
21,2301,2208,2216
22,2291,2039,2469
23,2106,2828,2781
24,2316,1955,2136
25,2221,2023,2032
26,2069,2122,2257
27,2026,1996,2122
28,2215,1731,2024
29,1768,2108,2001
30,2093,1990,1992
31,1956,1952,2127
32,1881,1631,1644
33,1582,1977,1718
34,1421,1859,2223
35,1825,1886,2043
36,1769,1860,1534
37,1916,1331,1600
38,1423,1343,1776
39,1136,1587,1756
40,1095,1308,1389
41,1547,1021,1664
42,1126,1793,1635
43,1391,1540,1418
44,1058,1707,1323
45,1077,1038,1047
46,1166,867,849
47,1339,1156,1365
48,1412,1365,1180
49,906,932,879
