,XGB,XGB_GPU,LGB
0,5859,5690,5962
1,5728,5606,5843
2,5762,5670,5827
3,5533,5420,5551
4,5254,5494,5879
5,5400,5070,5623
6,5700,5585,5605
7,5494,5379,5553
8,5285,5078,5355
9,5712,5089,5557
10,5428,4999,5442
11,5253,5424,5313
12,4790,4417,5485
13,5073,4366,5054
14,5151,4330,4681
15,4412,4968,4817
16,4648,4535,4188
17,4590,4045,4775
18,4531,4587,4233
19,4617,3590,4383
20,4574,4015,4379
21,4285,3760,4526
22,3496,3620,4025
23,3813,3895,3940
24,3869,3782,4073
25,3149,3464,3302
26,3896,3458,3154
27,3201,3972,4280
28,3211,3212,3685
29,3792,3563,3678
30,3479,2704,2963
31,2775,3033,5538
32,3045,2304,2603
33,1845,3098,5529
34,1846,5218,2768
35,1454,1456,1956
36,2484,2333,4529
37,1512,4928,1848
38,4499,1717,3609
39,1126,1552,1819
40,2073,1752,1591
41,2289,1098,3738
42,3772,3480,1883
43,1602,721,1379
44,1015,1587,1439
45,3146,981,2492
46,1912,1407,1047
47,2797,1463,2335
48,1730,1475,4951
49,1210,1596,1487
50,555,1427,3799
51,1227,911,1815
52,487,769,1157
53,667,1499,3645
54,464,688,2339
55,1446,1794,1328
56,588,1647,1221
57,2111,986,3526
58,707,1260,2135
59,552,504,990
60,698,1393,3467
61,701,4280,1846
62,1334,776,3179
63,450,439,1804
64,2704,521,2309
65,417,1450,1245
66,958,513,1692
67,590,709,1420
68,247,788,2271
69,3889,2975,1090
70,1328,491,2502
71,3467,835,1267
72,459,1767,902
73,1525,1168,2444
74,320,580,2187
75,1161,492,1482
76,1111,965,1060
77,473,3033,1584
78,1135,642,2473
79,790,968,1959
80,380,532,3498
81,1259,363,1961
82,491,733,1781
83,1803,2208,3190
84,1287,2891,2112
85,728,863,1309
86,903,311,2435
87,1220,1061,3240
88,885,401,1736
89,491,871,1218
90,2926,2408,2185
91,921,698,1724
92,410,274,1561
93,1686,634,3364
94,531,327,1246
95,536,631,1274
96,1568,800,1431
97,607,670,1405
98,336,397,1290
99,559,235,1790
