,hist_dw,hist_lg,hist_GPU,GPU,LGB
0,430,430,420,802,430
1,426,426,407,807,435
2,408,408,424,768,384
3,428,428,446,814,408
4,379,379,402,802,433
5,449,449,398,762,422
6,382,382,455,801,375
7,402,402,369,699,439
8,427,427,376,790,418
9,343,343,394,777,420
10,377,377,396,798,334
11,420,420,384,762,345
12,384,384,346,757,369
13,412,412,381,812,361
14,380,380,375,698,416
15,352,352,354,752,340
16,269,269,425,683,347
17,357,357,385,625,250
18,412,412,258,607,299
19,391,391,340,588,332
20,343,343,377,756,357
21,280,280,378,573,235
22,351,351,365,648,306
23,323,323,238,782,286
24,221,221,235,542,340
25,294,294,356,637,294
26,303,303,312,618,302
27,355,355,284,712,342
28,310,310,307,640,324
29,228,228,258,584,339
30,247,247,217,715,208
31,229,229,278,758,278
32,295,295,348,727,279
33,290,290,184,735,288
34,253,253,249,459,278
35,253,253,297,706,249
36,248,248,173,589,253
37,285,285,274,648,284
38,265,265,310,652,223
39,163,163,336,559,256
40,257,257,222,660,169
41,197,197,266,664,261
42,225,225,237,666,272
43,247,247,156,610,284
44,281,281,334,424,292
45,269,269,160,469,214
46,268,268,188,658,255
47,202,202,149,642,281
48,278,278,172,549,150
49,220,220,249,655,231
50,182,182,245,697,249
51,211,211,216,497,235
52,281,281,171,651,251
53,289,289,255,530,278
54,182,182,219,540,203
55,241,241,164,441,130
56,137,137,223,434,277
57,204,204,175,642,247
58,249,249,134,448,129
59,196,196,157,701,234
60,137,137,198,651,190
61,213,213,200,422,251
62,179,179,167,722,174
63,193,193,211,472,228
64,106,106,169,655,197
65,204,204,130,581,232
66,214,214,235,596,143
67,219,219,250,595,154
68,183,183,226,504,231
69,157,157,138,511,224
70,175,175,132,494,196
71,172,172,190,684,179
72,195,195,210,492,227
73,119,119,130,476,98
74,216,216,238,474,189
75,136,136,161,635,138
76,179,179,216,473,158
77,179,179,217,527,151
78,115,115,174,489,165
79,97,97,120,394,163
80,118,118,195,641,203
81,162,162,65,583,122
82,123,123,201,476,198
83,172,172,222,543,105
84,121,121,173,591,202
85,162,162,197,443,130
86,188,188,106,414,171
87,156,156,115,683,151
88,112,112,144,504,157
89,83,83,135,668,129
90,198,198,120,541,118
91,118,118,139,521,152
92,197,197,198,484,118
93,187,187,90,564,117
94,139,139,130,553,117
95,140,140,176,503,124
96,137,137,80,582,121
97,102,102,113,511,180
98,167,167,92,422,143
99,72,72,109,631,161
