,EQBIN_dw,EQBIN_lg,LGB
0,799,799,808
1,731,731,729
2,725,725,736
3,733,733,728
4,733,733,736
5,731,731,732
6,729,729,729
7,719,719,727
8,734,734,713
9,697,697,707
10,699,699,689
11,680,680,665
12,675,675,671
13,650,650,660
14,660,660,647
15,621,621,624
16,606,606,604
17,598,598,590
18,585,585,583
19,574,574,577
20,563,563,558
21,531,531,537
22,530,530,523
23,513,513,514
24,498,498,491
25,484,484,474
26,485,485,469
27,459,459,460
28,439,439,449
29,445,445,431
30,426,426,427
31,416,416,421
32,409,409,404
33,395,395,392
34,390,390,385
35,378,378,375
36,364,364,362
37,354,354,358
38,341,341,344
39,338,338,341
40,334,334,326
41,325,325,325
42,313,313,326
43,311,311,309
44,303,303,298
45,304,304,290
46,284,284,283
47,288,288,275
48,268,268,275
49,267,267,266
50,265,265,259
51,252,252,256
52,252,252,250
53,244,244,245
54,240,240,240
55,237,237,238
56,240,240,230
57,231,231,224
58,226,226,228
59,223,223,218
60,225,225,215
61,210,210,214
62,200,200,206
63,200,200,199
64,203,203,205
65,196,196,196
66,193,193,197
67,196,196,188
68,191,191,193
69,188,188,187
70,176,176,183
71,176,176,179
72,168,168,174
73,176,176,164
74,164,164,171
75,168,168,165
76,166,166,161
77,157,157,166
78,156,156,166
79,158,158,155
80,158,158,147
81,151,151,159
82,148,148,146
83,147,147,143
84,149,149,145
85,144,144,138
86,139,139,143
87,137,137,141
88,135,135,134
89,135,135,140
90,132,132,136
91,128,128,131
92,131,131,131
93,132,132,126
94,123,123,129
95,127,127,124
96,123,123,125
97,121,121,124
98,124,124,124
99,116,116,123
