,CPU,EQBIN_dw,EQBIN_lg,GPU,LGB
0,0.67066,0.670712,0.670712,0.670658,0.6707157012690032
1,0.650488,0.650541,0.650541,0.650494,0.6505195173828245
2,0.632727,0.631946,0.631946,0.632753,0.6319140739683083
3,0.618674,0.618062,0.618062,0.618692,0.6180631678155368
4,0.604212,0.604565,0.604565,0.604672,0.6044946630926857
5,0.591873,0.59319,0.59319,0.592475,0.5920700521666545
6,0.581478,0.582742,0.582742,0.582113,0.5816999815900634
7,0.572376,0.573751,0.573751,0.573014,0.5727936420621049
8,0.56355,0.565089,0.565089,0.56495,0.5640329978568882
9,0.556095,0.557784,0.557784,0.557478,0.5559878571190279
10,0.549444,0.550916,0.550916,0.55021,0.5490925124690247
11,0.543582,0.545217,0.545217,0.54426,0.5431427547582874
12,0.537089,0.53911,0.53911,0.537133,0.537744212487429
13,0.531892,0.532936,0.532936,0.531135,0.5305345670203623
14,0.52504,0.526831,0.526831,0.525325,0.5233117855715004
15,0.517748,0.519764,0.519764,0.51793,0.5176908915499754
16,0.512726,0.514723,0.514723,0.512515,0.5107778417994239
17,0.507812,0.510518,0.510518,0.507692,0.5062415427102419
18,0.503195,0.505822,0.505822,0.501698,0.5003015615718176
19,0.497222,0.501393,0.501393,0.498506,0.4960732834876758
20,0.493371,0.497118,0.497118,0.492892,0.4927595003828105
21,0.489425,0.49193,0.49193,0.490066,0.48795515488688884
22,0.485379,0.488705,0.488705,0.486757,0.48506504968572023
23,0.481542,0.485366,0.485366,0.482738,0.4805923547462836
24,0.478118,0.481633,0.481633,0.478589,0.4771692745297283
25,0.474637,0.478147,0.478147,0.475696,0.47351822719752606
26,0.472099,0.475208,0.475208,0.473086,0.4704164363685646
27,0.46936,0.471637,0.471637,0.47025,0.467840682081888
28,0.466631,0.469383,0.469383,0.467398,0.46545439245931836
29,0.464932,0.46726,0.46726,0.465049,0.4628509607843002
30,0.462437,0.465616,0.465616,0.463004,0.4595307366100667
31,0.460239,0.462823,0.462823,0.460368,0.45761313323367026
