,XGB,XGB_GPU,LGB
0,5315,5075,5272
1,5015,5002,4965
2,4920,4803,5042
3,4898,4837,4936
4,4966,4607,4933
5,4899,4785,4832
6,4771,4909,4739
7,4689,5037,4789
8,4591,4405,4438
9,4647,4461,4547
10,4597,4433,4611
11,4569,4533,4661
12,4494,4430,4646
13,4455,4340,4547
14,4438,4488,4258
15,4211,4340,4368
16,4234,4185,4260
17,4233,3863,4225
18,3838,3751,3983
19,4074,4183,4079
20,4071,3867,4159
21,4313,4195,4207
22,4243,4091,4252
23,4417,4117,3951
24,3686,4034,4333
25,3649,4149,4065
26,4175,4100,3909
27,3975,3859,3792
28,3702,3413,3178
29,3920,3681,3823
30,3129,3671,3607
31,3270,3024,3133
32,3759,2979,3448
33,3127,3355,3772
34,3310,3526,3390
35,3374,3416,4346
36,2937,3143,3706
37,3376,3249,2992
38,3882,3601,3559
39,3656,3312,2783
40,3760,3512,3177
41,2855,2757,3373
42,3494,3400,3946
43,4235,3807,4076
44,3037,4077,3444
45,3635,2504,3147
46,3586,3245,4318
47,1946,3166,4152
48,4366,1978,2024
49,2942,3326,4406
50,4161,3357,3310
51,2257,2355,2420
52,2319,1940,3501
53,3003,2475,1573
54,2759,1926,3241
55,1171,2588,3768
56,2766,1536,2157
57,3252,1967,2629
58,2480,1854,3020
59,2663,2436,1445
60,3147,1808,1321
61,1478,1908,3750
62,801,1471,2436
63,2048,3296,1499
64,2835,838,2985
65,839,1558,2927
66,3965,2378,2106
67,822,2126,2140
68,1048,2732,1966
69,1599,2886,1958
70,876,1856,3293
71,816,1698,4082
72,2747,1462,1621
73,2240,4003,1632
74,3697,4946,1592
75,646,2422,2716
76,2189,1270,3862
77,890,1489,3163
78,2941,2690,3450
79,2269,1625,2915
80,586,1489,1380
81,2076,1173,2509
82,1311,3417,2858
83,2336,3162,2505
84,1183,2585,2424
85,1105,2287,1856
86,1222,4088,1355
87,3180,3367,2101
88,3983,1723,1541
89,1249,1039,3503
90,2380,1704,939
91,653,574,2403
92,3559,633,4036
93,1045,1056,3330
94,467,324,2630
95,344,967,2102
96,976,893,4042
97,624,1215,2221
98,478,2395,2500
99,349,1536,1283
