,XGB,LGB
f25,0.130389944789,0.150728850312
f27,0.0822157947047,0.0837053306136
f26,0.06410433253,0.0643705302631
f8,0.0580069548753,0.00851377832687
f24,0.05370530862,0.0633822183411
f22,0.0524769046184,0.0572310047018
f5,0.0514936242623,0.0636262626111
f21,0.038117342964,0.0450206559595
f20,0.0379988503056,0.0041831463885
f0,0.0377655946989,0.0498352661111
f12,0.0361939457352,0.00520738405707
f16,0.0319524382517,0.00384479029714
f3,0.0313451110315,0.0382615780336
f9,0.0288654807061,0.0365697424482
f23,0.024226361093,0.0290994222694
f13,0.0237015611087,0.0294079691153
f1,0.0219767902884,0.0264296684795
f17,0.0219508678013,0.0269440696511
f6,0.0218602232917,0.0284850419737
f10,0.0200643057873,0.0251411072719
f14,0.0188347425301,0.0229437725832
f18,0.0180945448107,0.0222228853105
f7,0.0160159767935,0.0190683203435
f2,0.0160086785839,0.0194029533132
f11,0.01582939953,0.0192742998786
f4,0.0157482411718,0.0189228623137
f15,0.0156344975171,0.0192957291469
f19,0.0154221816004,0.0188813598845
