,XGB_CPU,XGB_GPU,LGBM
0,227,225,244
1,236,236,231
2,234,234,228
3,222,219,236
4,228,224,230
5,236,237,226
6,198,218,230
7,223,225,215
8,233,196,221
9,209,205,217
10,209,201,224
11,204,205,206
12,204,203,214
13,214,198,186
14,196,231,232
15,200,194,201
16,218,181,199
17,201,232,226
18,187,193,209
19,219,209,226
20,180,209,197
21,184,201,196
22,199,186,190
23,204,135,173
24,168,190,145
25,106,103,178
26,188,170,178
27,169,214,196
28,199,96,119
29,111,151,101
30,143,186,169
31,206,123,159
32,183,132,108
33,169,101,166
34,109,119,174
35,96,168,95
36,150,85,160
37,120,128,126
38,97,93,187
39,149,128,104
40,123,192,136
41,115,91,193
42,103,163,97
43,103,147,149
44,150,140,122
45,149,180,186
46,200,187,114
47,144,177,180
48,88,130,138
49,89,90,143
50,117,90,94
51,89,88,98
52,145,105,92
53,183,121,120
54,105,93,99
55,100,82,92
56,112,125,179
57,83,68,123
58,69,180,169
59,80,133,120
60,142,182,117
61,163,119,102
62,141,182,87
63,81,103,101
64,169,82,146
65,194,172,63
66,126,80,110
67,210,120,183
68,104,184,129
69,77,159,94
70,76,128,176
71,223,77,119
72,68,47,152
73,32,89,77
74,120,105,130
75,104,77,81
76,182,86,89
77,68,73,100
78,73,57,110
79,45,26,97
80,102,149,124
81,142,93,79
82,55,207,208
83,83,118,82
84,125,65,96
85,132,24,121
86,72,76,90
87,79,124,188
88,106,116,140
89,61,166,92
90,211,53,97
91,88,100,92
92,54,72,104
93,34,39,108
94,103,49,124
95,154,53,132
96,203,54,105
97,34,81,80
98,79,145,126
99,49,184,91
