,XGB,LGB
0,18124,17981
1,16923,16832
2,15936,15826
3,17700,17744
4,16856,17046
5,17292,16082
6,15033,15258
7,16117,16261
8,15775,16258
9,15124,15052
10,15214,15386
11,16464,14886
12,14809,16052
13,14398,16082
14,15203,15117
15,14398,13542
16,12694,14380
17,14785,14286
18,13779,14083
19,13596,11705
20,14180,14323
21,13435,12502
22,12013,10840
23,12800,12782
24,12192,11331
25,12009,12172
26,11188,11681
27,9794,10331
28,10502,9889
29,9907,9826
30,8658,7877
31,9025,7567
32,8922,8871
33,9221,7212
34,7019,6088
35,6174,5086
36,7792,6753
37,5843,7907
38,4281,5233
39,4116,4761
40,5985,4428
41,4731,3582
42,3959,2854
43,4599,3550
44,4667,4988
45,5514,3347
46,3550,3190
47,5387,3512
48,2722,4236
49,4868,5253
50,6348,3898
51,2797,4884
52,5147,4833
53,5672,6426
54,2390,5476
55,3274,4959
56,8025,5647
57,5182,3298
58,4188,5708
59,7900,4494
60,3637,3477
61,3451,7189
62,3237,4401
63,2547,3400
64,5366,4275
65,6406,6230
66,3808,9810
67,10791,3775
68,5628,4441
69,4042,4635
70,6790,2901
71,6145,3325
72,3928,6989
73,3828,5119
74,5108,2655
75,3994,3743
76,4728,10317
77,4892,10885
78,8085,4869
79,2753,4375
80,3240,3871
81,3800,7033
82,6093,3160
83,7226,10452
84,8745,4416
85,7295,3898
86,10601,3366
87,3844,5783
88,10180,8392
89,5135,2908
90,3024,10521
91,11250,4402
92,8147,8029
93,2878,4646
94,4338,11801
95,4289,4988
96,4519,8242
97,4423,10287
98,3635,4651
99,5239,6340
