,XGB,LGB
0,14431,14291
1,13325,13290
2,13524,13535
3,13929,14145
4,13155,13151
5,13770,13012
6,13433,13263
7,14100,13466
8,12858,12999
9,13626,12832
10,13055,13018
11,12280,12331
12,13244,12480
13,11558,11791
14,12504,11226
15,11733,11213
16,11716,12595
17,9577,11031
18,9285,9273
19,10653,8755
20,9928,9892
21,9932,9150
22,8454,10464
23,8457,9227
24,8617,10062
25,8178,8371
26,7407,7128
27,7773,8383
28,8483,7578
29,6690,7045
30,5207,5451
31,7319,6076
32,8113,5183
33,5879,3778
34,4349,11209
35,4940,3977
36,4923,3437
37,4545,3997
38,6282,10394
39,3288,2573
40,9903,2316
41,2548,9145
42,10498,2750
43,2194,2401
44,2382,1942
45,7891,7938
46,2114,5711
47,8456,2139
48,7872,9918
49,2249,3782
50,6800,4010
51,1672,3310
52,4050,1554
53,2101,1714
54,7137,5616
55,3057,2886
56,3925,3050
57,2350,6783
58,5737,1502
59,2395,1633
60,2504,2115
61,4546,4950
62,1756,4084
63,3976,2747
64,2264,1825
65,2009,2069
66,4421,8476
67,8783,1901
68,2113,1759
69,3800,5443
70,2087,5876
71,4227,5445
72,3436,5447
73,4529,6094
74,6779,1964
75,3837,3417
76,1278,3956
77,2377,3958
78,3751,3615
79,2170,4251
80,5770,1419
81,3379,9088
82,2908,3581
83,6379,1929
84,4841,3883
85,8485,2741
86,5808,2149
87,4486,5568
88,5293,2971
89,7295,3391
90,6290,2341
91,3740,5972
92,6061,4788
93,2614,3313
94,4491,2327
95,3334,2429
96,7066,2153
97,4120,4838
98,5566,5041
99,7243,2074
