,XGB_CPU,XGB_GPU,LGBM
f7,0.0915871637987,0.0929814051649,0.0542711550059
f11,0.0635073232288,0.0643065472504,0.0445918380936
f0,0.0573188404817,0.0553334350953,0.0517717194509
f4,0.0523484390749,0.0523401494299,0.0433707614717
f20,0.046005549392,0.0453616371051,0.0430486269732
f23,0.0376811934569,0.0369230546649,0.0469089718744
f1,0.0370145071161,0.0371553266505,0.0345097186239
f8,0.0340974838857,0.0347346128571,0.0354391221609
f27,0.0340027088061,0.0344771711646,0.0410788886709
f18,0.0331047467678,0.0323303205139,0.0374652993685
f2,0.032616108229,0.0325727373626,0.0323831423023
f21,0.0324267301792,0.0327183609066,0.039072115472
f3,0.0316659828092,0.0310976166539,0.0366048556919
f12,0.0304525080254,0.0304309726702,0.0277343194499
f14,0.0302354261417,0.0305673921916,0.0329922044936
f26,0.0299888022328,0.0302012347447,0.0384131068114
f24,0.0296430752806,0.0294666181258,0.0337591704972
f22,0.0295610623233,0.029470662147,0.0321522854659
f16,0.0294849926253,0.0296310994079,0.0342757205172
f9,0.0293832628137,0.030259177692,0.0332240441964
f5,0.0285884425465,0.028328872307,0.0331971788627
f25,0.0284370183126,0.0289707472255,0.0350367632201
f17,0.0277748681482,0.0266026249482,0.0301255160194
f19,0.0258753611679,0.0263248044607,0.0281689008986
f13,0.0257615444876,0.0250657022216,0.0241483781258
f10,0.0251695530474,0.0250112770544,0.0257612237084
f15,0.024048788046,0.0244939377538,0.02658036221
f6,0.0222185175749,0.02284250223,0.0239146103638
