,hist_dw,hist_lg,hist_GPU,GPU,LGB
f176,0.025377761726250735,0.025377761726250735,0.02675672625665615,0.014985348889318642,0.028999248057775175
f165,0.013333179162513274,0.013333179162513274,0.013414942414049247,0.012266728591420166,0.018808064413420332
f40,0.013246934669384793,0.013246934669384793,0.012656241606391488,0.010419940111841813,0.014208312183082687
f192,0.011746773429388483,0.011746773429388483,0.01183317624790752,0.009794917254986206,0.012785147768752734
f162,0.010827120168506992,0.010827120168506992,0.010458257369157587,0.011276430708901134,0.01644269509091276
f169,0.010299036480299393,0.010299036480299393,0.009323016387354704,0.0073314026950128475,0.010860032610254379
f2,0.010212623564917908,0.010212623564917908,0.009842573118212556,0.007170614763183164,0.011092607648156888
f235,0.009999983323192258,0.009999983323192258,0.009350072394352956,0.009919173249328705,0.012227068267712114
f232,0.009880531590318885,0.009880531590318885,0.009731603918795432,0.00889361063943587,0.010031479815207276
f16,0.009546146207897732,0.009546146207897732,0.009867504962356471,0.009645049137648578,0.013662394132171891
f138,0.009161047110751068,0.009161047110751068,0.009169615819680038,0.009604197357029,0.013894711372676108
f137,0.009138097352133957,0.009138097352133957,0.008441161547404985,0.008216532860696148,0.010291431576953147
f68,0.008991157312958327,0.008991157312958327,0.009542949161489274,0.00866515914479589,0.011392004044790046
f142,0.008965641463663621,0.008965641463663621,0.009293003760099089,0.008126097500638368,0.00835703950762848
f87,0.008844911237046536,0.008844911237046536,0.008726384595141674,0.007883123343661853,0.01119899402045409
f118,0.008831885028692641,0.008831885028692641,0.009270274027627598,0.01088341276295019,0.012225034016789085
f38,0.008778523683664236,0.008778523683664236,0.009515811026264549,0.010136502062601312,0.009221269598911029
f53,0.008593129354700147,0.008593129354700147,0.008383807411828115,0.011295965885346823,0.008592888115518473
f23,0.008560826395493264,0.008560826395493264,0.00835487789974808,0.010062435482925913,0.010427071339879206
f140,0.008359268445188238,0.008359268445188238,0.008081666787093817,0.007279597250695897,0.011720981698105206
f209,0.008250109195512587,0.008250109195512587,0.008462906199993011,0.009499688567852889,0.008743215357204945
f86,0.008246584289328856,0.008246584289328856,0.007778810841988666,0.006623513763140173,0.007192568892557829
f151,0.008126604505146424,0.008126604505146424,0.007877291291539369,0.006599758390188059,0.009159452045308492
f170,0.008074727977158429,0.008074727977158429,0.007539142268716534,0.00756817092107301,0.008910945389144685
f203,0.008031420776726004,0.008031420776726004,0.008313186989523278,0.00751687362105576,0.01244302920956385
f133,0.007966777455227699,0.007966777455227699,0.008157475232099375,0.007593099721976608,0.011142266687728967
f178,0.00796275761319939,0.00796275761319939,0.008030072060211583,0.0091216832348827,0.010438257696275217
f224,0.007930672307199618,0.007930672307199618,0.007832161995677846,0.007925958946580101,0.01366580836370468
f147,0.007797143285516984,0.007797143285516984,0.00759858187090944,0.006779458607619556,0.010497986632882806
f71,0.00770833044760514,0.00770833044760514,0.007819030440970882,0.006831927544646896,0.012182652968565393
f183,0.0076337843607291915,0.0076337843607291915,0.0080967819556885,0.009480356343790994,0.008944925843662783
f112,0.007610348285434435,0.007610348285434435,0.007084219847010312,0.006895605230641897,0.007021237248713826
f186,0.00754299452286339,0.00754299452286339,0.007243287614835908,0.011108630111066194,0.0073821044961903375
f236,0.007516023550679544,0.007516023550679544,0.007667014371732204,0.008909804146557258,0.008884385411363258
f215,0.007458522579024402,0.007458522579024402,0.00812445694412069,0.005537482887295729,0.010745057625400855
f6,0.007455139302298597,0.007455139302298597,0.00785229883421936,0.0062532854181313645,0.012438208678799688
f149,0.0071758014533472745,0.0071758014533472745,0.0072846765803718065,0.007249695324433105,0.010912505613293391
f148,0.007167420701526624,0.007167420701526624,0.007170684679660977,0.007127458573473371,0.007947105135577366
f136,0.007157461607535341,0.007157461607535341,0.007336482138531093,0.006128123744096739,0.008544341757723672
f174,0.0070526558373514405,0.0070526558373514405,0.007155014391127618,0.006416562700440428,0.009781554220154552
f237,0.006865555365796403,0.006865555365796403,0.006709264881769952,0.006371537672241101,0.0071174941860015425
f24,0.006846662961401109,0.006846662961401109,0.007131470216803937,0.006926666712672647,0.010760588837476926
f31,0.006840829956378674,0.006840829956378674,0.006712595180533034,0.007002743659440102,0.009186671387502305
