,no_depth_limit,depth,depth_8,depth_18
0,2048,2020,256,2048
1,2048,2008,256,2048
2,2048,2015,256,2048
3,2048,2005,256,2048
4,2048,2003,256,2048
5,2048,1989,256,2048
6,2048,2005,256,2048
7,2048,1987,256,2048
8,2048,2007,256,2048
9,2048,2006,256,2048
10,2048,2012,256,2048
11,2048,2010,255,2048
12,2048,1978,256,2048
13,2048,1963,256,2048
14,2048,1992,256,2048
15,2048,1922,256,2048
16,2048,1965,256,2048
17,2048,1991,256,2048
18,2048,1929,256,2048
19,2048,1956,256,2048
20,2048,1960,256,2048
21,2048,1912,256,2048
22,2048,1704,255,2048
23,2048,1806,256,2048
24,2048,1833,254,2048
25,2048,1848,250,2048
26,2048,1932,256,2048
27,2048,1857,255,2048
28,2048,2000,250,2048
29,2048,1723,252,2048
30,2048,1930,238,2048
31,2048,1738,254,2048
32,2048,1970,239,2048
33,2048,1777,250,2048
34,2048,1675,252,2048
35,2048,1103,245,2048
36,2048,1842,245,2048
37,2048,1857,244,2048
38,2048,1260,239,2048
39,2048,1136,255,2048
40,2048,1716,244,2048
41,2048,1131,216,2048
42,2048,1704,250,2048
43,2048,1889,254,2048
44,2048,1109,248,2048
45,2048,1191,242,2048
46,2048,1081,248,2048
47,2048,1199,254,2048
48,2048,1128,240,2048
49,2048,1220,236,2048
50,2048,1485,213,2048
51,2048,1370,238,2048
52,2048,1067,256,2048
53,2048,1820,243,2048
54,2048,1212,218,2048
55,2048,928,236,2048
56,2048,1313,235,2048
57,2048,1278,256,2048
58,2048,1764,255,2048
59,2048,930,250,2048
60,2048,1820,245,2048
61,2048,1122,254,2048
62,2048,968,231,2048
63,2048,1708,218,2048
64,2048,1030,233,2048
65,2048,1749,256,2048
66,2048,934,256,2048
67,2048,1816,248,2048
68,2048,1032,243,2048
69,2048,1183,231,2048
70,2048,1427,244,2048
71,2048,1158,256,2048
72,2048,1500,256,2048
73,2048,1278,256,2048
74,2048,1831,230,2048
75,2048,1146,211,2048
76,2048,1007,222,2048
77,2048,1429,246,2048
78,2048,1043,227,2048
79,2048,1103,243,2048
80,2048,1261,218,2048
81,2048,1321,234,2048
82,2048,1816,252,2048
83,2048,1049,246,2048
84,2048,1044,249,2048
85,2048,1202,256,2048
86,2048,1087,255,2048
87,2048,1168,248,2048
88,2048,1478,254,2048
89,2048,1615,224,2048
90,2048,982,218,2048
91,2048,1736,256,2048
92,2048,1459,247,2048
93,2048,1407,250,2048
94,2048,1524,234,2048
95,2048,1199,256,2048
96,2048,1326,256,2048
97,2048,1519,254,2048
98,2048,1716,255,2048
99,2048,1288,253,2048
