,,,Time(sec),Time(sec),Time(sec),Ratio,Ratio
,,,EQBIN_dw,EQBIN_lg,LGB,EQBIN_dw/LGB,EQBIN_lg/LGB
n_train,num_leaves,max_depth,,,,,
500000,32,5,8.35443377494812,7.960616827011108,5.458090782165527,1.5306513043437238,1.458498428245763
500000,32,10,8.394717454910278,7.9799158573150635,6.295960426330566,1.3333497808852837,1.2674660126423232
500000,32,15,8.343898057937622,8.034099578857422,6.365386009216309,1.3108235770551335,1.2621543402434696
500000,32,20,8.251190662384033,8.110783815383911,6.207611322402954,1.3292054276346048,1.3065869291965018
500000,256,10,18.283043146133423,17.653311729431152,11.72837519645691,1.5588726349457724,1.5051796547883411
500000,256,15,18.16001605987549,17.334385871887207,12.096617937088013,1.5012473861968647,1.4329944090190938
500000,256,20,18.044599533081055,16.750251054763794,12.175575256347656,1.482032606522934,1.3757256394133133
500000,1024,10,26.065101861953735,25.745198011398315,14.126919031143188,1.8450662741460109,1.822421290491034
500000,1024,15,42.61528515815735,41.44998836517334,23.301652669906616,1.8288524750518536,1.7788432843093895
500000,1024,20,43.37070918083191,42.23586344718933,25.0202853679657,1.7334218432360835,1.6880648172488595
500000,4096,15,77.16223955154419,76.30810523033142,35.530843019485474,2.1716974041180963,2.147658168101536
500000,4096,20,112.64230489730835,113.81252646446228,54.840999364852905,2.053979799819253,2.0753182433324455
500000,16384,15,84.33343887329102,83.84466862678528,40.08955264091492,2.1036263394773163,2.091434378871427
500000,16384,20,149.36154294013977,148.74196434020996,67.73245096206665,2.2051696169062187,2.196022175891914
1000000,32,5,16.151307106018066,15.69100832939148,11.326506614685059,1.425974279225472,1.385335202033763
1000000,32,10,16.037052631378174,15.468916416168213,13.30767560005188,1.2050979534935202,1.1624055831439044
1000000,32,15,15.697230339050293,15.757560014724731,13.471305131912231,1.1652345623042164,1.169712946178955
1000000,32,20,16.30952525138855,15.548656702041626,13.500432014465332,1.2080743219115768,1.15171549216956
1000000,256,10,29.211477279663086,28.323208332061768,23.363593101501465,1.2502990080659213,1.2122796441888715
1000000,256,15,28.253324270248413,27.09995150566101,23.666390419006348,1.1938163686997374,1.1450817393723542
1000000,256,20,28.90804433822632,26.74857449531555,24.281644344329834,1.1905307535309826,1.1015965029387225
1000000,1024,10,42.15245056152344,40.868220806121826,28.970285654067993,1.455023642668308,1.4106944368490593
1000000,1024,15,56.00496220588684,53.50872468948364,40.01816129684448,1.3994886419307564,1.3371110254808964
1000000,1024,20,57.04955077171326,52.92953848838806,39.530184268951416,1.4431895987017256,1.3389651342951374
1000000,4096,15,114.25734877586365,111.2274820804596,62.78660821914673,1.819772591904733,1.7715160164765973
1000000,4096,20,141.9930648803711,148.96680283546448,89.96422004699707,1.5783281932105262,1.6558449876811538
1000000,16384,15,134.14274978637695,132.4269118309021,72.87219023704529,1.8407948128089084,1.817248958760973
1000000,16384,20,260.0459563732147,253.1720588207245,133.42227339744568,1.9490445616870535,1.897524696394293
2000000,32,5,30.23603582382202,30.54032039642334,23.12584352493286,1.3074565600698365,1.320614331905197
2000000,32,10,30.075490951538086,28.66444969177246,26.409107208251953,1.1388302798112202,1.085400179026718
2000000,32,15,30.44684672355652,29.161646604537964,26.373711347579956,1.1544392187469024,1.1057088712398389
2000000,32,20,30.441197156906128,28.65040922164917,26.168627977371216,1.1632706607021785,1.0948380345512965
2000000,256,10,48.634493589401245,51.67733120918274,47.817654609680176,1.017082372324378,1.0807165602539028
2000000,256,15,48.946234941482544,45.651583433151245,48.43707823753357,1.0105117138042903,0.9424925097520878
2000000,256,20,48.34335541725159,44.637067556381226,49.03743004798889,0.9858460235363462,0.9102652303087377
2000000,1024,10,70.02881264686584,68.45753717422485,59.28399872779846,1.181243069793622,1.154738861130919
2000000,1024,15,82.91311120986938,80.71360993385315,69.37216234207153,1.1951928325518806,1.1634870127855805
2000000,1024,20,83.17439389228821,71.8512315750122,67.98218560218811,1.2234733725538107,1.0569126446664223
2000000,4096,15,159.02288150787354,157.13384079933167,116.418377161026,1.3659603009919852,1.3497339907254453
2000000,4096,20,179.76432466506958,180.98852515220642,131.78722190856934,1.3640497315421487,1.373338951463532
2000000,16384,15,207.14127206802368,203.8506691455841,132.05842471122742,1.568557799481405,1.5436400183581247
2000000,16384,20,397.37513422966003,381.5458061695099,235.96768760681152,1.6840235129641932,1.616940904236314
