,XGB_CPU,XGB_GPU,LGBM
0,23272,18514,23404
1,22638,17374,22973
2,23023,17579,23121
3,23823,18135,23839
4,23073,17820,23529
5,23283,18304,23515
6,23594,17249,24402
7,23192,17829,23461
8,22956,16105,23663
9,22689,17806,23359
10,22539,15549,23133
11,23349,15908,23068
12,21738,14167,23335
13,21999,11079,23174
14,22418,11117,22835
15,22472,11461,23076
16,22407,12117,22246
17,21072,8326,21920
18,21542,9857,22588
19,22603,6141,22111
20,20615,7751,20802
21,21131,7783,22841
22,20374,7655,21290
23,21086,7022,22348
24,19768,6159,20546
25,21231,6570,20352
26,19463,9268,21249
27,20445,7970,20787
28,17586,4114,21525
29,22290,3490,20388
30,19449,7484,18046
31,21824,10783,21812
32,19202,6713,23520
33,21706,7688,21527
34,18861,7609,21938
35,15208,13613,21005
36,15717,9985,13405
37,11572,10914,11169
38,14189,9986,12656
39,19116,9813,14381
40,8571,8063,11563
41,12404,7273,20552
42,19274,8725,12479
43,11161,6456,8573
44,14338,13560,11928
45,20080,8845,20636
46,7312,9931,10198
47,13558,8128,8376
48,7713,8727,21723
49,8245,5907,11344
50,11853,6200,18395
51,8021,4045,17341
52,19514,4011,7962
53,8083,6709,16755
54,18680,5099,8315
55,15414,4762,7857
56,6725,2558,19177
57,13954,5135,15014
58,7917,3670,6791
59,17017,6750,9154
60,14435,3414,11445
61,20806,3544,11828
62,9383,3926,16341
63,6282,4180,10320
64,4133,3773,10028
65,10014,3519,12221
66,12223,4030,14067
67,11389,4127,21119
68,16281,2938,20686
69,7548,3794,7212
70,12975,2661,21789
71,4040,2193,19534
72,9433,1868,5946
73,11450,2973,9830
74,20347,1741,20878
75,11867,2848,8543
76,18295,2209,9440
77,6199,2025,20779
78,16190,2290,11842
79,6599,1380,11422
80,3201,2191,9886
81,7220,1611,20696
82,19219,3858,20435
83,18130,3574,9990
84,6249,3423,12645
85,7304,6081,20063
86,18672,4718,7186
87,4668,2230,8040
88,4430,5350,6861
89,10853,2392,11895
90,5729,5667,8392
91,12443,2697,5913
92,17095,2615,21020
93,5016,3071,13047
94,12458,3919,20809
95,3398,4566,6675
96,6042,4509,19520
97,4774,5525,16807
98,18587,2984,8378
99,16828,2383,5592
