,XGB_CPU,XGB_GPU,LGBM
0,3902,3875,3937
1,3807,3810,3829
2,3819,3823,3827
3,3813,3810,3833
4,3784,3769,3802
5,3795,3793,3743
6,3670,3649,3655
7,3697,3722,3736
8,3588,3587,3576
9,3512,3495,3581
10,3562,3532,3592
11,3579,3605,3540
12,3487,3410,3596
13,3496,3382,3343
14,3307,3128,3431
15,3394,3502,3442
16,3203,3277,3153
17,3227,3158,3049
18,3115,3048,3078
19,3225,3011,3131
20,2926,3043,3283
21,2958,2994,3162
22,3195,3026,3405
23,2941,3415,2825
24,3111,2691,2972
25,2885,2892,3280
26,3133,2552,3125
27,2469,2886,2768
28,2649,3181,2720
29,2930,2521,2492
30,2773,2825,2905
31,2373,2984,2606
32,2991,3359,2103
33,2297,2323,2524
34,2732,3126,2615
35,2863,2436,2656
36,2757,2580,2927
37,2232,2433,2576
38,2216,2555,2263
39,1959,2400,2133
40,2384,1848,2385
41,2309,2265,2639
42,1714,2518,2198
43,2533,1762,2074
44,1962,2000,1640
45,2126,2326,3261
46,2140,2683,2334
47,2812,1719,2191
48,2885,2421,1516
49,1686,2154,2199
