,XGB_CPU,XGB_GPU,LGBM
f13,0.224652148975,0.234451321393,0.128328774778
f15,0.0717363360513,0.0689466757133,0.0783353625423
f17,0.0552898073657,0.05594329765,0.071837479995
f25,0.0521693154596,0.0516603460025,0.0530958060071
f24,0.0518010087494,0.0486629553769,0.0466369710739
f10,0.051076836053,0.0536486103931,0.0543887377154
f7,0.0510337230501,0.0529916743715,0.0486403310034
f9,0.0492017953581,0.048571611315,0.0511010724741
f23,0.0486084748132,0.0469230882721,0.0632838712409
f19,0.0460477740312,0.0446360837588,0.0877745836402
f1,0.0426413581758,0.0420225925751,0.0631612473411
f14,0.0366200866751,0.0362610605544,0.040750943428
f0,0.0330596103828,0.0314840872606,0.0486642299389
f16,0.0312685572132,0.0298326722895,0.0352904841227
f18,0.0271767648161,0.0282162526892,0.00535340208851
f11,0.0270127089886,0.0270667007216,0.0372420891881
f3,0.0259577062329,0.023854806165,0.00897612725824
f5,0.0254003957122,0.0257544651292,0.028392040709
f6,0.0248263838393,0.0257210799829,0.0186439975558
f2,0.0244192080576,0.0233506183861,0.0301024478997
f12,0.0,0.0,0.0
f8,0.0,0.0,0.0
f20,0.0,0.0,0.0
f21,0.0,0.0,0.0
f22,0.0,0.0,0.0
f4,0.0,0.0,0.0
f26,0.0,0.0,0.0
f27,0.0,0.0,0.0
