,XGB,XGB_GPU,LGB
0,3728,3689,3783
1,3714,3624,3662
2,3512,3427,3608
3,3556,3396,3629
4,3510,3447,3581
5,3449,3544,3589
6,3670,3448,3584
7,3504,3365,3389
8,3299,3429,3409
9,3569,3296,3517
10,3294,3349,3587
11,3467,3322,3437
12,3319,3295,3456
13,3390,3293,3543
14,3495,3263,3422
15,3381,3067,3454
16,3309,2886,3334
17,3445,3115,3455
18,3047,3035,3457
19,3033,3295,2815
20,3241,2519,3183
21,2981,3098,3202
22,3172,2173,2952
23,2920,2982,2451
24,3077,2944,2980
25,2972,2843,3179
26,2297,2425,2922
27,1897,1546,2200
28,3103,1655,2834
29,2153,2929,2021
30,1987,2202,1989
31,2365,1978,2483
32,2064,2318,2057
33,2700,1506,2272
34,1360,1929,1811
35,1880,1677,2035
36,1905,1559,1899
37,1875,2049,2130
38,2399,1834,2338
39,950,1822,1494
40,1904,2991,1948
41,1484,931,2498
42,1185,1366,1989
43,1316,1837,2060
44,1223,1261,1395
45,1363,775,2099
46,2611,2897,1851
47,1071,1325,2390
48,1368,1967,1910
49,1149,799,2620
50,1150,916,2158
51,1226,2374,2039
52,1543,1033,2205
53,1965,2762,1800
54,743,1402,1885
55,2383,713,1933
56,731,832,1297
57,1319,1325,1846
58,1629,896,1487
59,782,668,1280
60,1872,689,3164
61,1237,521,2325
62,1144,1415,2619
63,2700,1182,1455
64,791,2242,2537
65,426,2355,1858
66,650,1619,1350
67,375,463,1222
68,2567,2184,2711
69,1628,590,2281
70,1074,1230,1961
71,1346,721,2345
72,1284,1528,2521
73,789,916,1672
74,557,484,1505
75,2342,250,1862
76,1113,853,924
77,718,1523,2502
78,888,1387,1395
79,712,1733,2672
80,714,2854,1538
81,3322,2017,1201
82,849,1341,1233
83,2213,1826,2569
84,1741,395,1302
85,518,467,2279
86,367,1015,1791
87,2046,946,1885
88,242,1853,1285
89,791,1993,1120
90,1080,353,2029
91,1969,1034,2404
92,2665,780,1687
93,450,631,1329
94,219,487,2369
95,1213,462,2219
96,998,328,2931
97,506,482,1431
98,115,706,1735
99,1910,452,1578
