,XGB,XGB_GPU,LGB
f5,0.0559790092052,0.055704659045,0.0471894026227
f19,0.0490619470953,0.0496263058556,0.0695828129318
f9,0.0490451919761,0.0488435781755,0.0530435823221
f11,0.0488462704641,0.0489810082277,0.0534429654382
f26,0.0484934669436,0.0486327955195,0.06434133683
f22,0.045837203384,0.0452773093459,0.0557158701378
f13,0.0454577851662,0.045300911538,0.0589145122052
f8,0.045358256643,0.0459747575335,0.0601352887584
f12,0.0447450313479,0.0453623730494,0.0515940504241
f17,0.0440500149452,0.0436820876874,0.0431967210716
f14,0.0431952570548,0.0421700116015,0.0399841710781
f7,0.043157018846,0.0432405972313,0.0396640399949
f21,0.0418772236626,0.0422943021955,0.0382159189289
f2,0.0417289020545,0.0420890371409,0.0430223914439
f20,0.0412525103238,0.0407016394755,0.0348998402759
f0,0.040267288057,0.0403016921762,0.0345009722451
f1,0.0401431049601,0.040096827962,0.0364637454697
f23,0.0381037177305,0.0377049578219,0.036682888691
f25,0.0378628186562,0.0374312445158,0.0289173830177
f4,0.0347828570386,0.0342676138301,0.0283741741177
f27,0.0151544222951,0.0154511639828,0.0101770751004
f10,0.0151459715742,0.0153872029783,0.00999637477025
f15,0.0151275273556,0.0152489447554,0.0102455599669
f24,0.0151245991365,0.0153716951216,0.0103165514188
f18,0.0150968719654,0.0153077078568,0.0101239598245
f16,0.0150633089891,0.0151255019696,0.0101349771527
f3,0.0150397549895,0.0152936664137,0.010569542702
f6,0.0150026681397,0.0151304069936,0.0105538910596
