,XGB,XGB_GPU,LGB
0,1900,1867,1906
1,1921,1880,1928
2,1821,1795,1855
3,1856,1793,1862
4,1867,1848,1846
5,1857,1786,1838
6,1825,1798,1905
7,1822,1731,1839
8,1843,1818,1822
9,1815,1724,1755
10,1824,1570,1872
11,1616,1674,1741
12,1711,1681,1836
13,1726,1709,1739
14,1701,1658,1726
15,1634,1527,1606
16,1740,1594,1711
17,1599,1539,1602
18,1631,1598,1648
19,1671,1643,1723
20,1631,1567,1578
21,1601,1463,1663
22,1514,1549,1492
23,1667,1710,1628
24,1626,1422,1334
25,1825,1400,1459
26,1376,1358,1347
27,1837,1824,1420
28,1262,1671,1864
29,1161,1101,1495
30,1075,1095,1104
31,1779,979,1291
32,765,881,1038
33,1309,1142,1494
34,882,751,903
35,1751,1579,888
36,1385,686,1831
37,567,1309,785
38,794,617,1566
39,1331,907,1178
40,966,555,908
41,900,1701,948
42,663,931,686
43,1493,699,726
44,695,887,792
45,828,600,720
46,1119,970,1489
47,901,905,640
48,777,823,961
49,511,611,1301
50,957,385,1059
51,687,434,1270
52,943,757,997
53,451,641,697
54,1402,826,972
55,750,347,1426
56,653,754,679
57,1054,951,953
58,1369,627,1101
59,1555,517,665
60,715,381,931
61,727,1407,892
62,451,439,1140
63,663,970,828
64,532,322,1035
65,487,1263,933
66,433,392,617
67,416,591,951
68,362,389,1465
69,706,268,903
70,633,403,744
71,526,628,779
72,232,561,775
73,538,754,658
74,599,417,1019
75,420,287,1410
76,636,331,1007
77,797,1583,1277
78,983,1081,1445
79,783,738,978
80,596,253,981
81,281,419,1208
82,500,180,1311
83,365,500,606
84,1142,1643,922
85,451,658,1084
86,415,888,1076
87,1334,287,711
88,824,498,1505
89,1258,563,1107
90,670,435,965
91,277,268,1082
92,212,1300,743
93,436,287,1124
94,448,328,1142
95,488,510,1428
96,273,358,622
97,588,174,701
98,585,193,906
99,116,324,867
