,XGB,LGB
0,943,953
1,984,985
2,969,965
3,977,980
4,986,979
5,974,986
6,998,987
7,966,969
8,956,977
9,965,942
10,976,972
11,949,970
12,952,969
13,954,964
14,942,928
15,962,960
16,908,945
17,961,965
18,944,963
19,905,913
20,962,969
21,964,924
22,965,1007
23,856,953
24,984,994
25,814,923
26,930,838
27,976,898
28,909,935
29,950,892
30,908,955
31,915,807
32,825,949
33,925,791
34,541,920
35,930,828
36,627,685
37,905,823
38,837,704
39,931,687
40,514,630
41,752,722
42,581,902
43,935,603
44,772,981
45,527,571
46,957,759
47,493,846
48,506,611
49,824,934
50,626,826
51,829,734
52,567,713
53,689,852
54,915,853
55,529,919
56,607,540
57,910,914
58,530,518
59,553,524
60,673,649
61,889,650
62,521,844
63,798,459
64,877,650
65,389,526
66,479,958
67,859,589
68,540,872
69,610,873
70,714,468
71,499,530
72,856,611
73,794,482
74,328,552
75,649,772
76,802,937
77,653,394
78,433,864
79,771,798
80,430,474
81,837,619
82,424,905
83,602,544
84,565,737
85,409,797
86,690,414
87,828,923
88,245,578
89,883,461
90,897,770
91,804,748
92,415,588
93,749,535
94,785,521
95,307,887
96,508,709
97,828,864
98,335,717
99,822,795
100,498,520
101,280,818
102,269,464
103,835,610
104,240,610
105,559,915
106,497,542
107,309,424
108,163,472
109,493,673
110,885,890
111,851,407
112,345,844
113,325,599
114,613,507
115,782,951
116,236,612
117,84,866
118,300,476
119,850,567
120,488,428
121,342,830
122,265,521
123,334,719
124,431,743
125,508,504
126,255,729
127,167,602
128,695,880
129,459,535
130,744,275
131,700,915
132,630,755
133,717,656
134,778,804
135,557,442
136,493,898
137,153,862
138,334,676
139,198,528
140,831,739
141,161,589
142,235,595
143,134,540
144,697,473
145,210,276
146,134,911
147,139,784
148,202,613
149,661,690
150,346,443
151,284,476
152,802,688
153,804,496
154,543,803
155,132,620
156,596,634
157,795,713
158,343,574
159,473,756
160,223,338
161,401,773
162,502,523
163,561,871
164,713,797
165,689,791
166,447,715
167,383,827
168,576,608
169,401,573
170,488,468
171,217,568
172,546,599
173,278,827
174,775,835
175,187,592
176,317,761
177,546,522
178,118,447
179,295,755
180,158,548
181,568,872
182,520,483
183,403,898
184,311,557
185,469,663
186,468,367
187,214,713
188,230,567
189,117,550
190,259,500
191,78,869
192,182,432
193,230,750
194,541,629
195,194,464
196,636,513
197,267,469
198,547,476
199,199,549
200,476,585
201,542,583
202,701,846
203,707,649
204,639,618
205,659,484
206,689,624
207,481,396
208,587,359
209,394,934
210,944,921
211,404,554
212,555,465
213,461,371
214,681,590
215,426,723
216,358,803
217,698,406
218,555,594
219,724,601
220,349,669
221,404,522
222,180,508
223,207,530
224,585,901
225,121,793
226,279,721
227,230,784
228,123,752
229,218,538
230,198,564
231,427,462
232,148,709
233,193,360
234,309,453
235,174,470
236,191,871
237,240,478
238,352,450
239,430,783
240,203,682
241,371,654
242,520,498
243,391,915
244,661,727
245,283,759
