,EQBIN_dw,EQBIN_lg,LGB
0,0.666815,0.66345,0.6633179439916608
1,0.642228,0.635662,0.6352602227496693
2,0.619744,0.610629,0.6104971644265073
3,0.599365,0.587194,0.5867717603861275
4,0.579891,0.565066,0.5643188957478642
5,0.561147,0.544236,0.543601173160468
6,0.544211,0.525065,0.5240140659081588
7,0.528221,0.506105,0.5052838709344193
8,0.51311,0.488445,0.48775565419464145
9,0.498175,0.472247,0.4712676761867868
10,0.485167,0.456493,0.45536455853187036
11,0.471612,0.441222,0.44057416052143206
12,0.459287,0.427021,0.42627987616649826
13,0.446906,0.413093,0.41279648562052434
14,0.435523,0.400156,0.3999576145065255
15,0.424838,0.38767,0.38727118470342464
16,0.413922,0.375716,0.3750452272435969
17,0.403825,0.36428,0.3634297831569473
18,0.393588,0.352494,0.3524643542230474
19,0.384269,0.342118,0.3416247529441739
20,0.37484,0.331555,0.33153319642684803
21,0.365308,0.321883,0.32150210007741753
22,0.356724,0.312123,0.31218281584138113
23,0.349468,0.302705,0.30260942174257066
24,0.340847,0.293752,0.2936045973453762
25,0.332685,0.285238,0.28488418129465776
26,0.324458,0.276944,0.2766255338325654
27,0.317537,0.268901,0.2687444574707943
28,0.310521,0.261416,0.2610402134992847
29,0.303089,0.254029,0.2538335221125016
30,0.296502,0.246916,0.24665011811790483
31,0.289721,0.23992,0.23988577825696944
32,0.282923,0.233231,0.23335697446184905
33,0.276085,0.226659,0.22677776335102726
34,0.270087,0.220354,0.22050159547703801
35,0.264488,0.214254,0.21436751166277598
36,0.258656,0.208231,0.20822888963354577
37,0.252878,0.202635,0.20248107149025962
38,0.247657,0.19709,0.1968822167730435
39,0.242056,0.191868,0.19168642642354602
40,0.236796,0.186702,0.1863516119453303
41,0.232178,0.181632,0.18137610570567614
42,0.227457,0.176845,0.17655861049026997
43,0.222923,0.172114,0.17190488851956612
44,0.218461,0.167551,0.16737855638996899
45,0.214123,0.163212,0.16295770196920656
46,0.210082,0.158979,0.15879818314447672
47,0.206027,0.154922,0.1546467797878143
48,0.202338,0.150878,0.15065971936564515
49,0.197973,0.146968,0.14670992851856998
50,0.193725,0.14315,0.1429884595923027
51,0.189441,0.139472,0.13931101556014153
52,0.18598,0.135963,0.13566983933709933
53,0.182203,0.132513,0.1321866878552028
54,0.178515,0.129266,0.12889621424645464
55,0.174909,0.126025,0.1257119774060021
56,0.171354,0.122851,0.12264637326129
57,0.168126,0.119676,0.11950096531014857
58,0.164891,0.11674,0.11655525495314113
59,0.161866,0.113793,0.11358772070390148
60,0.15874,0.110981,0.11075839392885582
61,0.15563,0.108312,0.10806551068052558
62,0.152444,0.105621,0.10550040720959826
63,0.149653,0.102982,0.10298063792360437
64,0.146987,0.100499,0.10056774211491554
65,0.14435,0.09815,0.0980748486564
66,0.141592,0.09575,0.09569936892027935
67,0.139074,0.093457,0.09344599296691664
68,0.136565,0.091232,0.09124083245473687
69,0.134163,0.089086,0.0890728626436876
70,0.131953,0.086907,0.08699114998089617
71,0.129649,0.08489,0.0849508863291829
72,0.127166,0.082828,0.08290799475886497
73,0.124858,0.080874,0.08092776007974475
74,0.122604,0.079039,0.07902285944973594
75,0.12051,0.077167,0.07722133341221164
76,0.11816,0.075323,0.07544546084046888
77,0.115982,0.073597,0.0737675447351216
78,0.114034,0.071925,0.07213513331632072
79,0.111915,0.070271,0.07041798629315912
80,0.109944,0.068669,0.06873716679671386
81,0.107587,0.06713,0.06716599079374183
82,0.105387,0.065622,0.06562898363339512
83,0.103399,0.064171,0.06413146346176815
84,0.101558,0.062715,0.06271282013542921
85,0.099733,0.061281,0.06130893521449335
86,0.097954,0.059991,0.05997522297328836
87,0.096156,0.058668,0.0586567665800868
88,0.09427,0.057386,0.05734910849163632
89,0.092563,0.056129,0.05610172503353644
90,0.090794,0.054894,0.0548709708883903
91,0.089202,0.053715,0.053640396473349505
92,0.087526,0.052548,0.05252812592985423
93,0.085793,0.051427,0.051404159356076035
94,0.08423,0.050283,0.05029051324947876
95,0.082786,0.04921,0.04921586112534982
96,0.081305,0.048171,0.04817945756072585
97,0.079906,0.047166,0.047146335919472426
98,0.078465,0.046173,0.04612220438800636
99,0.077114,0.045236,0.04517256716154586
