,EQBIN_dw,EQBIN_lg,LGB
0,586,586,582
1,585,585,599
2,576,576,560
3,573,573,550
4,545,545,562
5,531,531,548
6,552,552,533
7,581,581,554
8,494,494,568
9,484,484,536
10,562,562,484
11,566,566,544
12,495,495,426
13,433,433,561
14,466,466,531
15,511,511,536
16,399,399,509
17,606,606,522
18,451,451,478
19,411,411,462
20,549,549,426
21,474,474,460
22,493,493,447
23,401,401,372
24,495,495,446
25,426,426,501
26,499,499,372
27,437,437,490
28,384,384,385
29,355,355,477
30,485,485,358
31,238,238,362
32,465,465,305
33,498,498,409
34,372,372,345
35,457,457,289
36,369,369,359
37,336,336,369
38,277,277,373
39,358,358,472
40,452,452,350
41,279,279,379
42,242,242,150
43,427,427,356
44,264,264,375
45,263,263,327
46,280,280,345
47,275,275,373
48,218,218,188
49,340,340,196
50,366,366,309
51,297,297,324
52,266,266,342
53,368,368,284
54,201,201,269
55,302,302,234
56,423,423,366
57,316,316,277
58,255,255,213
59,241,241,327
60,338,338,311
61,298,298,297
62,259,259,297
63,214,214,234
64,255,255,171
65,308,308,405
66,150,150,354
67,188,188,235
68,278,278,310
69,276,276,291
70,279,279,150
71,245,245,191
72,281,281,198
73,198,198,290
74,240,240,285
75,293,293,238
76,398,398,261
77,217,217,283
78,270,270,275
79,235,235,269
80,311,311,298
81,296,296,240
82,208,208,225
83,331,331,273
84,245,245,287
85,125,125,211
86,264,264,213
87,119,119,254
88,314,314,188
89,367,367,143
90,217,217,234
91,184,184,262
92,284,284,148
93,183,183,215
94,226,226,260
95,239,239,208
96,154,154,232
97,348,348,228
98,250,250,103
99,258,258,122
