,XGB_CPU,XGB_GPU,LGBM
0,18778,16596,18921
1,18617,16828,18572
2,18617,16819,18516
3,18817,17328,18778
4,18816,16932,18674
5,19263,17151,18744
6,19223,16566,19318
7,19012,17478,18741
8,19044,17329,18965
9,18817,17643,19116
10,18318,17176,19137
11,18902,16739,19390
12,19242,16516,19114
13,19340,16981,18963
14,18446,16720,18309
15,18734,16294,18861
16,17480,15863,17229
17,18620,16503,18669
18,17430,14578,17252
19,18474,14565,17458
20,16550,15633,18610
21,18219,13648,17462
22,17033,15741,18247
23,15431,13344,15364
24,14795,12564,14913
25,15013,15007,14145
26,18209,15564,17830
27,13756,11981,12847
28,17157,14250,17580
29,12515,13675,17227
30,17020,10676,12422
31,12071,13581,16106
32,16337,12679,16462
33,16205,9208,11435
34,15356,12496,15311
35,12114,9595,11763
36,14725,12275,14612
37,11829,7996,10551
38,14077,11273,14061
39,9806,13477,15179
40,8534,9479,8691
41,15124,7602,11043
42,9106,8998,8986
43,9330,8721,7592
44,8431,8258,9365
45,6901,5999,7615
46,7754,11069,7549
47,6114,8619,7591
48,6169,4261,7575
49,4916,5359,7833
