,hist_dw,hist_lg,hist_GPU,GPU,LGB
0,0.637631,0.637631,0.637647,0.637204,0.6376191193129855
1,0.590642,0.590642,0.590626,0.590982,0.5904373924058314
2,0.550235,0.550235,0.550258,0.550358,0.550290987373972
3,0.51598,0.51598,0.516025,0.513928,0.5142784131542308
4,0.484078,0.484078,0.484143,0.483553,0.48418054654911225
5,0.457716,0.457716,0.457885,0.456114,0.4573475318855657
6,0.432771,0.432771,0.433059,0.43189,0.4324446984426467
7,0.410422,0.410422,0.410576,0.409667,0.4115748928773062
8,0.391754,0.391754,0.391776,0.391027,0.39135742889124886
9,0.37336,0.37336,0.374579,0.374401,0.37349796416887016
10,0.358548,0.358548,0.359311,0.357945,0.3584175849022864
11,0.345253,0.345253,0.345508,0.344091,0.34482259981731034
12,0.33158,0.33158,0.331505,0.331826,0.3311616675690661
13,0.31973,0.31973,0.320215,0.320281,0.31981288572727884
14,0.309097,0.309097,0.309635,0.309506,0.30804638848814514
15,0.298969,0.298969,0.299153,0.298665,0.29804951001862034
16,0.290533,0.290533,0.289176,0.290162,0.2886921378740309
17,0.281051,0.281051,0.281503,0.281414,0.28079138891559824
18,0.273379,0.273379,0.273503,0.2736,0.27247917734945376
19,0.266788,0.266788,0.26676,0.265973,0.2658212835228727
20,0.25981,0.25981,0.259686,0.25914,0.2599894459817881
21,0.253953,0.253953,0.254092,0.253395,0.253988148507657
22,0.249467,0.249467,0.249048,0.248358,0.24843898065681636
23,0.24482,0.24482,0.244568,0.243213,0.24401799822521258
24,0.240445,0.240445,0.240509,0.238821,0.23987161048262828
25,0.235654,0.235654,0.236388,0.2337,0.23581997517105138
26,0.231323,0.231323,0.23301,0.227949,0.23082541305614682
27,0.227999,0.227999,0.228793,0.223781,0.22635212926719012
28,0.223716,0.223716,0.225668,0.218471,0.22273705199912264
29,0.220651,0.220651,0.220289,0.215352,0.21945546674128702
30,0.215351,0.215351,0.21652,0.21265,0.2158179337458942
31,0.211479,0.211479,0.212624,0.208918,0.2122861095367019
32,0.208235,0.208235,0.210239,0.20435,0.20777046404422161
33,0.205193,0.205193,0.206678,0.201088,0.20485313993987378
34,0.202139,0.202139,0.20367,0.197959,0.20177105486416752
35,0.200353,0.200353,0.200012,0.195798,0.19788094165213327
36,0.197011,0.197011,0.197214,0.194267,0.19556667772235828
