,XGB_CPU,XGB_GPU,LGBM
0,512,512,512
1,512,512,512
2,512,512,512
3,512,512,512
4,509,509,512
5,512,509,512
6,510,506,512
7,510,510,512
8,510,507,512
9,512,512,512
10,504,502,506
11,511,510,511
12,506,505,510
13,511,510,512
14,509,508,512
15,511,509,508
16,506,512,510
17,508,504,499
18,509,485,511
19,505,497,509
20,509,502,506
21,510,498,511
22,510,502,512
23,494,488,509
24,508,501,484
25,492,479,510
26,509,504,502
27,485,496,478
28,507,510,512
29,498,499,503
30,504,444,492
31,511,507,484
32,507,512,503
33,486,458,511
34,501,487,471
35,500,485,474
36,497,502,502
37,456,486,490
38,504,499,497
39,502,497,511
40,471,427,456
41,498,503,471
42,467,501,426
43,492,491,508
44,484,468,510
45,484,498,473
46,451,496,478
47,493,507,491
48,490,459,503
49,438,469,367
