,XGB,LGB
f5,0.0678837975386,0.0565160787259
f9,0.0544129611803,0.0607510108657
f11,0.0521313245923,0.062407787718
f26,0.0517892581847,0.0671702029412
f19,0.0504990471814,0.0775472260378
f12,0.0478644871892,0.0550239518967
f8,0.0472950429778,0.0641991792399
f13,0.0462688818235,0.0599118880038
f17,0.0454999220595,0.0457119437914
f22,0.0454690990319,0.0582980582656
f7,0.0452954090192,0.0400564569355
f14,0.0436654433861,0.0420690942404
f21,0.043344800718,0.0374502937377
f2,0.0430116663127,0.0449004902148
f0,0.0422409629397,0.0332021810214
f1,0.0417463062853,0.0371118331999
f20,0.0417296858071,0.0354975619194
f25,0.0396615485742,0.0292475264625
f23,0.0383258612601,0.0357110874948
f4,0.0350513865041,0.0272260415275
f18,0.00971581349051,0.00372617730366
f15,0.00970600747411,0.00364283943758
f24,0.00969663591041,0.00378393291021
f10,0.0096958968583,0.00383651540079
f16,0.00956453034072,0.0036746052622
f3,0.00954818079289,0.00379632351526
f6,0.00954797897946,0.0037975382856
f27,0.00933806358795,0.00373217364467
