,hist_dw,hist_lg,hist_GPU,GPU,LGB
0,609,609,601,949,599
1,598,598,594,904,552
2,559,559,548,928,570
3,579,579,596,926,547
4,546,546,552,888,481
5,455,455,596,815,580
6,531,531,531,848,486
7,549,549,604,871,558
8,479,479,478,767,521
9,475,475,576,865,566
10,510,510,504,797,436
11,430,430,425,823,413
12,570,570,400,694,435
13,377,377,438,751,411
14,463,463,514,935,566
15,420,420,440,822,440
16,390,390,556,740,457
17,463,463,425,727,377
18,410,410,468,738,504
19,422,422,334,814,488
20,552,552,480,654,397
21,379,379,380,911,509
22,349,349,424,715,531
23,434,434,418,733,342
24,502,502,458,653,495
25,453,453,321,792,318
26,355,355,426,710,364
27,382,382,410,678,455
28,343,343,395,641,369
29,571,571,290,654,368
30,331,331,314,897,343
31,367,367,352,666,285
32,332,332,366,611,379
33,269,269,292,773,366
34,365,365,357,887,364
35,364,364,341,664,362
36,461,461,365,852,392
37,443,443,350,631,323
38,305,305,325,695,370
39,401,401,266,674,344
40,315,315,337,618,350
41,303,303,274,741,292
42,429,429,435,650,308
43,365,365,229,590,336
44,401,401,406,673,269
45,277,277,249,624,319
46,198,198,365,659,259
47,305,305,336,679,421
48,217,217,478,688,279
49,485,485,329,610,317
50,331,331,281,519,430
51,308,308,402,674,272
52,285,285,320,495,338
53,281,281,216,498,317
54,296,296,250,367,320
55,470,470,286,524,333
56,252,252,350,675,307
57,204,204,289,714,307
58,458,458,212,484,259
59,143,143,231,501,206
60,286,286,313,567,249
61,430,430,197,748,227
62,315,315,294,487,281
63,309,309,343,569,229
64,289,289,306,524,161
65,310,310,325,887,226
66,214,214,140,545,138
67,303,303,166,519,211
68,392,392,209,462,231
69,311,311,194,619,363
70,289,289,298,819,221
71,174,174,325,454,408
72,297,297,255,715,335
73,298,298,286,553,253
74,169,169,161,597,352
75,308,308,136,846,154
76,250,250,294,464,306
77,232,232,126,811,161
78,159,159,160,548,410
79,206,206,173,522,274
80,323,323,255,593,166
81,366,366,138,536,163
82,184,184,209,567,259
83,197,197,329,668,349
84,280,280,250,629,317
85,192,192,166,470,115
86,224,224,264,469,329
87,141,141,266,641,110
88,335,335,207,590,343
89,336,336,155,537,313
90,170,170,221,623,381
91,108,108,280,676,159
92,252,252,264,523,165
93,317,317,136,728,301
94,116,116,140,623,260
95,263,263,266,374,263
96,270,270,246,423,131
97,314,314,277,624,145
98,200,200,229,485,141
99,323,323,217,610,318
