,XGB,XGB_GPU,LGB
0,979,967,981
1,968,964,961
2,957,957,963
3,958,952,962
4,952,921,923
5,933,962,947
6,922,912,931
7,927,921,916
8,913,907,928
9,906,923,901
10,952,915,917
11,891,891,873
12,872,907,899
13,895,875,869
14,873,896,901
15,871,869,915
16,925,916,867
17,910,855,868
18,863,891,849
19,842,851,884
20,792,861,899
21,830,852,910
22,900,849,874
23,795,824,838
24,795,851,887
25,927,842,922
26,869,828,851
27,875,816,887
28,858,842,812
29,831,855,855
30,864,839,910
31,849,798,832
32,820,823,834
33,803,853,850
34,736,830,825
35,841,798,851
36,760,711,817
37,793,833,870
38,581,631,787
39,666,620,949
40,837,826,709
41,616,804,828
42,727,640,881
43,771,824,614
44,860,667,919
45,788,968,707
46,517,800,762
47,862,790,873
48,547,628,770
49,525,783,578
50,892,934,742
51,674,658,711
52,697,589,473
53,734,782,892
54,756,745,505
55,741,658,945
56,676,889,573
57,791,746,740
58,892,634,808
59,826,454,742
60,583,831,585
61,463,546,612
62,659,533,743
63,554,524,740
64,685,824,663
65,810,922,456
66,485,452,682
67,521,838,760
68,374,912,546
69,603,409,419
70,573,867,538
71,500,733,597
72,394,532,816
73,336,593,780
74,924,410,881
75,342,503,921
76,802,625,907
77,500,640,509
78,600,614,381
79,861,763,613
80,731,662,900
81,815,333,772
82,261,838,938
83,509,764,626
84,506,490,551
85,739,436,577
86,816,854,614
87,840,563,482
88,534,658,669
89,700,694,835
90,341,976,696
91,757,898,814
92,855,541,693
93,981,529,926
94,829,920,516
95,898,870,613
96,824,939,904
97,980,481,890
98,562,545,495
99,697,694,983
