,XGB_CPU,XGB_GPU,LGBM
0,11912,11612,12121
1,11331,11319,11488
2,11399,11325,11502
3,11023,10996,11466
4,11103,10934,11164
5,11236,11132,10977
6,10799,10720,10950
7,11037,11096,11395
8,10200,10259,10619
9,10342,10639,10578
10,9989,10251,10268
11,9996,9551,10095
12,9513,9228,9300
13,9748,9238,9872
14,9484,8944,9921
15,9439,9486,9022
16,8475,8612,9072
17,9335,8632,8458
18,8305,8030,8728
19,8879,8462,8451
20,7996,8312,8065
21,7572,7523,8867
22,7445,7503,7160
23,7123,7830,7714
24,6579,6527,7751
25,8052,7132,6871
26,7347,6974,7499
27,7129,5729,7251
28,6196,6576,5946
29,6863,8088,6093
30,6810,5729,6697
31,5578,6548,6836
32,6081,6050,5661
33,8095,5619,6319
34,6012,5340,5463
35,6162,5305,5179
36,5850,5113,5463
37,5093,5516,4617
38,6415,4204,6457
39,4992,6785,4562
40,5741,4522,4741
41,4606,5090,3878
42,4939,3766,4396
43,4669,5030,6479
44,3539,4512,3426
45,4398,4645,4225
46,4786,3403,3862
47,5158,3831,6457
48,4520,4740,4839
49,3535,4787,6322
