,hist_dw,hist_lg,hist_GPU,GPU,LGB
0,722,722,708,947,700
1,771,771,761,923,679
2,740,740,734,978,784
3,700,700,695,959,723
4,688,688,698,935,703
5,705,705,709,954,721
6,681,681,688,958,744
7,700,700,667,948,718
8,693,693,656,915,641
9,680,680,695,947,717
10,684,684,706,945,651
11,598,598,688,955,656
12,643,643,689,947,529
13,664,664,595,916,634
14,662,662,702,919,627
15,614,614,527,930,672
16,574,574,545,780,611
17,662,662,676,917,536
18,645,645,708,850,665
19,648,648,645,783,600
20,481,481,618,878,628
21,631,631,548,959,465
22,654,654,493,960,483
23,635,635,622,796,562
24,539,539,418,742,546
25,586,586,496,880,514
26,711,711,567,878,489
27,507,507,540,937,678
28,556,556,623,808,479
29,377,377,511,801,587
30,546,546,708,845,668
31,464,464,513,844,499
32,459,459,695,809,413
33,458,458,506,809,561
34,444,444,514,793,404
35,525,525,485,754,479
36,481,481,412,889,625
37,516,516,471,770,397
38,307,307,453,943,453
39,469,469,320,895,364
40,439,439,578,948,444
41,505,505,626,813,530
42,418,418,460,757,440
43,507,507,457,671,464
44,570,570,340,901,298
45,489,489,404,897,347
46,505,505,400,831,566
47,515,515,472,698,509
48,466,466,378,802,504
49,461,461,437,769,511
50,292,292,415,905,428
51,389,389,538,763,401
52,493,493,252,878,415
53,535,535,322,598,522
54,483,483,353,752,307
55,341,341,386,656,294
56,416,416,436,714,339
57,336,336,470,634,429
58,495,495,412,705,458
59,289,289,441,843,236
60,436,436,354,786,396
61,340,340,467,766,457
62,380,380,405,796,461
63,365,365,480,922,197
64,338,338,411,688,377
65,410,410,311,613,415
66,280,280,219,635,321
67,442,442,335,869,443
68,554,554,387,494,231
69,342,342,360,748,617
70,404,404,339,689,299
71,178,178,500,620,277
72,433,433,321,710,318
73,470,470,389,792,199
74,269,269,398,782,357
75,378,378,382,543,435
76,324,324,248,494,317
77,372,372,220,807,419
78,323,323,408,890,279
79,313,313,206,934,327
80,517,517,317,641,235
81,208,208,313,721,358
82,334,334,181,673,271
83,273,273,299,630,239
84,252,252,274,651,212
85,241,241,341,615,475
86,289,289,473,719,242
87,487,487,261,689,234
88,373,373,288,822,468
89,351,351,339,673,369
90,231,231,368,865,234
91,201,201,474,632,148
92,265,265,531,727,224
93,275,275,425,668,438
94,357,357,319,520,312
95,308,308,334,665,384
96,324,324,246,825,286
97,297,297,183,648,295
98,164,164,339,525,348
99,237,237,347,821,309
