,XGB_CPU,XGB_GPU,LGBM
0,3871,3843,3890
1,3863,3844,3904
2,3777,3815,3790
3,3830,3829,3914
4,3739,3737,3760
5,3834,3838,3803
6,3644,3577,3685
7,3740,3804,3840
8,3481,3538,3523
9,3566,3708,3697
10,3479,3465,3493
11,3668,3381,3503
12,3317,3335,3358
13,3350,3279,3427
14,3284,3174,3177
15,3329,3171,3272
16,3418,3558,3169
17,3226,3059,3165
18,3580,2944,3534
19,2960,2975,3119
20,3496,3075,2832
21,2729,3613,3077
22,3023,3158,2812
23,3049,2759,3223
24,3103,3412,3099
25,2598,2723,2755
26,3396,3150,3200
27,3273,2618,3225
28,2950,3169,2515
29,2797,3105,2827
30,2486,2705,2756
31,3508,2615,3075
32,2640,2856,2538
33,2188,2422,2806
34,2979,3062,2508
35,2311,2133,2966
36,2908,2375,2762
37,2587,2979,2627
38,2411,1808,2021
39,1770,2666,2493
40,2710,2378,2992
41,2536,3011,2817
42,1850,1824,1784
43,2284,2676,2608
44,2771,2047,2409
45,2274,2184,2645
46,1734,2401,1691
47,2923,2153,2498
48,1891,2360,2373
49,3000,1880,1345
