,XGB,XGB_GPU,LGB
0,9794,9253,9774
1,9215,9244,9275
2,9316,9346,9182
3,9169,9373,9139
4,8942,8843,8922
5,9084,9083,9352
6,8928,9055,9103
7,9002,8756,9324
8,8813,8966,8898
9,8782,8708,8687
10,8463,8752,8815
11,8486,8326,8720
12,8426,8178,8764
13,8374,7993,8195
14,7700,7883,8239
15,7869,7518,7678
16,7514,7873,8503
17,8002,7351,8273
18,7727,6972,7162
19,6972,7441,7967
20,7101,7264,7326
21,6517,6341,6656
22,6434,6371,5920
23,6812,5633,6798
24,4656,5373,6136
25,4954,4647,4749
26,5372,4792,5357
27,5638,4796,3961
28,3814,5706,4301
29,4690,3810,5191
30,5466,3743,5368
31,4764,4254,4335
32,4818,4541,4747
33,3483,4690,5258
34,5884,4935,4987
35,3514,3392,4040
36,5355,4619,2886
37,2815,2861,3716
38,3793,4765,4749
39,3125,4603,5261
40,3867,3220,3078
41,2855,2429,3379
42,2875,2752,2292
43,2111,2437,2545
44,3135,2877,2697
45,3193,1818,1807
46,2006,2517,2350
47,2482,2247,1742
48,2004,2350,3311
49,1947,1440,3236
50,1834,1932,1933
51,2065,838,2371
52,1503,2045,1796
53,1480,3075,1091
54,3221,1719,3055
55,1592,1830,1824
56,1984,3207,1540
57,1701,1564,2829
58,2185,2008,1370
59,4757,4585,786
60,938,1357,1997
61,1560,2448,1140
62,1589,3564,2385
63,3659,3918,1689
64,1789,2368,1436
65,2056,1693,2542
66,1664,842,1008
67,2162,1819,1730
68,3399,2295,3936
69,1082,5548,2417
70,602,1340,972
71,1976,4580,1067
72,1365,3915,1011
73,1182,1164,1312
74,2532,1395,736
75,1438,3570,2730
76,2631,1202,775
77,2762,550,4085
78,1061,663,2513
79,983,1841,4861
80,1134,739,2084
81,923,2185,5299
82,1009,2051,3256
83,1712,1091,2234
84,1623,2576,3181
85,3299,1662,1215
86,2678,1419,4625
87,1113,1389,1088
88,303,1827,971
89,985,2288,2000
90,1042,1720,6161
91,1532,892,884
92,1853,2079,1041
93,1280,894,1439
94,1110,1079,3749
95,2727,556,3412
96,368,1701,1519
97,667,1651,1781
98,3381,712,1359
99,1053,1201,2446
