,CPU,EQBIN_dw,EQBIN_lg,GPU,LGB
f3,0.14109631946821413,0.14891881319532463,0.14891881319532463,0.14080580230090095,0.10255596785954804
f16,0.1003731067108398,0.0960854169995814,0.0960854169995814,0.09585382084622485,0.07959062729324333
f29,0.09846091392269121,0.09983054774029049,0.09983054774029049,0.09919790573388526,0.0914640228616227
f24,0.06880713434018114,0.06901492401216205,0.06901492401216205,0.06890416602419863,0.1253350674646476
f31,0.06283511275150085,0.0605238917997938,0.0605238917997938,0.060424116029261545,0.03639336493214541
f9,0.062326189247483565,0.06104825307246834,0.06104825307246834,0.060771581710752545,0.06964775539071584
f8,0.059575138002776896,0.061136320171548,0.061136320171548,0.06116329319416033,0.08957000499644908
f12,0.054013364426433445,0.05271775912968856,0.05271775912968856,0.05428037515663464,0.054940703623285146
f6,0.05162488347159919,0.051809446124310404,0.051809446124310404,0.05246744995855645,0.07188340796719718
f17,0.05093606214005295,0.04876714896302658,0.04876714896302658,0.050891151545810004,0.06936120530358503
f2,0.04612014001305131,0.047631382785283005,0.047631382785283005,0.04801611786390713,0.057743354224659364
f22,0.0396972172349982,0.040297416840973765,0.040297416840973765,0.0408987221340466,0.04073058663706795
f1,0.03803617275798882,0.03826452965603659,0.03826452965603659,0.03864369229838411,0.03567602307987889
f13,0.03669665288522486,0.03784908770148076,0.03784908770148076,0.037413020338756764,0.020655423296273623
f26,0.036219385925679644,0.034279508204539226,0.034279508204539226,0.03609496986043942,0.028270307160876453
f4,0.031812156108233,0.03038623284401066,0.03038623284401066,0.030465865017914148,0.023911014142605116
f10,0.0014428966854986487,0.0013013394304613472,0.0013013394304613472,0.0014529260404000453,0.00013800856194302264
f14,0.001429156617798511,0.0013916320388415004,0.0013916320388415004,0.0014572825597679963,0.00014394444522804163
f21,0.001418148300523108,0.001317317064588154,0.001317317064588154,0.001469255770827107,0.0001242834541021925
f18,0.0013736939070098293,0.0013038268453971704,0.0013038268453971704,0.0013769119962198139,0.00014571512412752777
f19,0.0013602116051143903,0.0013020522242624616,0.0013020522242624616,0.001332487295360047,0.00012947786004553093
f7,0.0013567154317748768,0.0013844335450320388,0.0013844335450320388,0.0014716697738102673,0.00014399850017796347
f25,0.0013462855178626749,0.0012868444206114704,0.0012868444206114704,0.0017905014480384552,0.00013845400828599408
f15,0.0013408515505606866,0.0014207594272219552,0.0014207594272219552,0.001579457224325182,0.00013865849975212797
f20,0.0013267347937988617,0.0013451477326434534,0.0013451477326434534,0.001603066527264073,0.00013931657632936404
f5,0.001316835520191837,0.001340664332188374,0.001340664332188374,0.0013535843852805543,0.00013402921803303856
f0,0.0013115614576202192,0.0013195299150851277,0.0013195299150851277,0.0016478907823682693,0.0001587732723172246
f30,0.001281550540689396,0.0014094687149960622,0.0014094687149960622,0.0015226133604014697,0.00015823382363934588
f28,0.0012783083231039732,0.0013537715296161998,0.0013537715296161998,0.0013966592560711601,0.0001527825953504467
f27,0.0012777210714844693,0.0013206575731559863,0.0013206575731559863,0.0014113591896014457,0.0001332606909405001
f23,0.0012592640357529002,0.001321921399443275,0.001321921399443275,0.001285686136493654,0.00014497720873078376
f11,0.0012501152342666896,0.0013199545659371165,0.0013199545659371165,0.0015565982399369268,0.000147249927196189
