,hist_dw,hist_lg,hist_GPU,GPU,LGB
f182,0.014998826736360044,0.014998826736360044,0.016006195963979737,0.006574192301822809,0.029127761577303252
f42,0.010800133994712316,0.010800133994712316,0.011611441268236612,0.011880134236003502,0.016239865059093975
f148,0.010609027799773126,0.010609027799773126,0.009860698990347543,0.008441932784854752,0.01839232371154069
f201,0.00885963490379452,0.00885963490379452,0.00845630792709439,0.008104456100277203,0.01247907557214901
f53,0.0076257021797845855,0.0076257021797845855,0.006916559703278468,0.004990803841216465,0.011971923375076096
f178,0.007544224318458373,0.007544224318458373,0.007889933156807928,0.007731044836285137,0.011864599009817447
f159,0.007088794011273789,0.007088794011273789,0.007153275321010643,0.005141941991009744,0.011725733065106995
f112,0.006832968858372657,0.006832968858372657,0.0062423172131613166,0.005293907369086756,0.009445692709860086
f235,0.006776920810768798,0.006776920810768798,0.007234058716195679,0.004338762514655951,0.011102197685883337
f78,0.00652795390649548,0.00652795390649548,0.006733700103325895,0.005359250328957705,0.008797054161939636
f255,0.006425295273290586,0.006425295273290586,0.006863932530579422,0.007992170787414208,0.008723188005442865
f67,0.006406408479451997,0.006406408479451997,0.006093656815653609,0.004677210108394661,0.007936209758892884
f103,0.006187604939428505,0.006187604939428505,0.0059808126442893565,0.007624893933777087,0.008445696011780156
f71,0.006153687319605404,0.006153687319605404,0.005853750656542565,0.004501459799728191,0.010653811749094815
f120,0.006126250179337735,0.006126250179337735,0.0058971813962578525,0.006641835993753635,0.009793643557254322
f117,0.006079873667134398,0.006079873667134398,0.005835678861264721,0.004018206651527212,0.005609762978078649
f90,0.005895805250142117,0.005895805250142117,0.0061795497298416996,0.0078022495661271545,0.008026934978072841
f202,0.005866676127172607,0.005866676127172607,0.005862423418277558,0.004364149658290309,0.009592699671093163
f166,0.005815833174230392,0.005815833174230392,0.005625092002554783,0.00503000076656775,0.008955401289003849
f165,0.005757549795889373,0.005757549795889373,0.005695631755408634,0.007950890386416257,0.006571959670092669
f57,0.00571363471922054,0.00571363471922054,0.0054316190168301704,0.005158637050342571,0.007894386568593861
f129,0.005651227867796721,0.005651227867796721,0.004439066173091809,0.005700033475160665,0.006188899999091366
f194,0.005640224778658755,0.005640224778658755,0.005770310758697183,0.004818267394958034,0.007919633000490789
f134,0.005617714525499635,0.005617714525499635,0.005895829861608502,0.005503837194380161,0.006970907373146439
f229,0.005503353686210396,0.005503353686210396,0.005570105759607625,0.0061357122278556855,0.007034623895725525
f147,0.005399435309874921,0.005399435309874921,0.005249379511800874,0.005235742011650554,0.007988128400115738
f82,0.005378605962623364,0.005378605962623364,0.005607947641338239,0.005849773810238197,0.010913276716374683
f209,0.005350530355255383,0.005350530355255383,0.005309195723261383,0.003613865939886824,0.005830857058731738
f198,0.005328429768293906,0.005328429768293906,0.005345034108797158,0.009714245091021895,0.006971241572548493
f55,0.005253662143028813,0.005253662143028813,0.00484027869560831,0.003764767823616492,0.005499667964920335
f61,0.005245532872897298,0.005245532872897298,0.004849104453322336,0.0049401854621439695,0.0060397955186819105
f1,0.005205101689993186,0.005205101689993186,0.0051671814973082,0.0027923835626215004,0.006816609683425853
f118,0.005159845046593405,0.005159845046593405,0.004745300097545063,0.006594900150138799,0.0063233441054081985
f80,0.005144744414155558,0.005144744414155558,0.0046098799114463775,0.0032467347166808204,0.005082169660886211
f116,0.005119201121468334,0.005119201121468334,0.005312581293396948,0.0036026296192913413,0.007090782410875301
f33,0.005088618849684102,0.005088618849684102,0.005516848285961655,0.004566665306810984,0.008588335190551018
f151,0.005021678979164195,0.005021678979164195,0.0052171787284827666,0.004325902254751275,0.006866373472786579
f97,0.005011931630146697,0.005011931630146697,0.004920181054348765,0.00442055983429128,0.005488001722822485
f64,0.004966265935832232,0.004966265935832232,0.005093156523216863,0.003958698531939383,0.006387257748590573
f212,0.004928409656691848,0.004928409656691848,0.004710313132841339,0.0038494965451778057,0.005339182054665692
f39,0.0049242608490407775,0.0049242608490407775,0.005199556441888575,0.0032162433579343516,0.007587279215437769
f22,0.00492280639667295,0.00492280639667295,0.004360121818488312,0.0037742624545112255,0.006603592820353168
f234,0.004887371324790764,0.004887371324790764,0.004647244213601731,0.005639658945546809,0.005186943337033572
f125,0.004862075183090518,0.004862075183090518,0.005504577865736342,0.004862781653006925,0.005906798630633448
f29,0.004811168658340046,0.004811168658340046,0.0044261102255261945,0.003334845503177651,0.004478199891989458
