,XGB_CPU,XGB_GPU,LGBM
0,8692,8039,8732
1,8965,8401,8586
2,9310,9161,9420
3,9016,8851,8961
4,9159,8978,9099
5,9274,9207,9241
6,10191,10159,10042
7,9321,9451,9695
8,10520,9642,9823
9,9534,9988,10270
10,10218,8432,10465
11,8445,9886,8357
12,9961,9487,8514
13,8025,9658,10478
14,9845,7366,9405
15,9284,8790,7841
16,6956,7181,9655
17,8632,7715,7610
18,8338,7514,8281
19,7846,8134,8784
20,7801,6487,6988
21,7392,6260,8155
22,7598,7627,6830
23,6266,6368,7018
24,6920,5862,7279
25,6422,6850,6607
26,6561,5987,7419
27,5818,6097,6081
28,5669,5610,5601
29,5411,5486,5538
30,6848,5635,5248
31,5245,5552,5551
32,5448,4688,6688
33,4199,3749,5010
34,5269,4686,4936
35,4800,4623,4858
36,4404,3979,4864
37,4681,4880,4147
38,3935,3565,3952
39,4569,4201,2954
40,4860,3305,3432
41,4902,4558,4624
42,4208,6262,4410
43,2679,3516,4636
44,4473,3804,3215
45,1949,5068,2840
46,1881,2163,3032
47,2001,5086,1900
48,5580,3246,2866
49,1757,1881,1926
