,XGB,XGB_GPU,LGB
0,3345,3287,3337
1,3296,3298,3320
2,3291,3280,3205
3,3323,3308,3366
4,3344,3531,3487
5,3149,3150,3217
6,3472,3494,3542
7,3283,3193,3306
8,3458,3403,3420
9,3038,3078,3199
10,3451,3358,3313
11,3281,3219,3271
12,3317,3264,3228
13,3229,3225,3096
14,3155,3139,3265
15,2933,3179,3122
16,3175,2908,2874
17,2887,3076,3342
18,2839,3073,2935
19,3045,2861,3053
20,2771,2711,2879
21,2691,2659,2827
22,2603,2802,2458
23,2792,2422,2444
24,2424,2239,3041
25,2812,2361,2458
26,2112,2216,2884
27,2570,2008,2292
28,2120,2686,2919
29,2266,1921,2221
30,2162,2246,2598
31,1926,1902,2213
32,1616,2076,2054
33,2376,1821,1563
34,1951,1936,1657
35,1385,2114,1825
36,2100,1892,2413
37,1512,1887,1778
38,1844,1844,1702
39,1972,1506,1765
40,1495,1838,1739
41,1443,1300,1718
42,1533,1461,1433
43,1590,1867,1635
44,1761,1175,2147
45,1758,1190,1225
46,1645,1175,1399
47,1517,1814,1317
48,1357,2055,1229
49,1779,1319,1210
50,1350,812,1291
51,1185,2256,1809
52,1298,1461,1301
53,1064,796,1510
54,1040,1325,1360
55,1647,1199,1817
56,1350,1301,1194
57,878,925,980
58,1191,1486,791
59,1499,1685,1161
60,1453,876,1775
61,994,1373,747
62,2038,1892,1437
63,982,1296,1424
64,1792,866,1480
65,1709,1128,2327
66,2090,803,1137
67,1704,903,1339
68,702,1648,974
69,1049,806,1359
70,653,2207,1014
71,1102,992,1309
72,918,1340,887
73,2729,1515,2101
74,740,1309,932
75,1399,1212,690
76,1986,933,966
77,1809,751,2494
78,990,703,1929
79,1352,1217,1495
80,1002,1832,1104
81,835,545,870
82,660,2341,535
83,1032,1903,1698
84,1257,1017,1986
85,1205,928,1321
86,1614,778,1554
87,702,768,1821
88,833,2466,2360
89,1287,1956,1072
90,1501,1235,1280
91,977,1353,1798
92,1541,1387,621
93,1533,960,1524
94,744,1345,2158
95,1954,614,1220
96,881,791,2416
97,958,504,1214
98,741,641,1509
99,715,979,1517
