,XGB,XGB_GPU,LGB
0,9901,9240,9366
1,9308,9218,9366
2,9618,9411,9449
3,9514,9402,9595
4,9608,9442,9831
5,9662,9474,10055
6,10083,9640,9563
7,9808,9687,9630
8,9596,9478,9409
9,8909,8936,9412
10,8548,9125,9288
11,9544,9380,9780
12,8282,9119,8563
13,8875,8187,9058
14,8795,8589,8383
15,8990,8495,8532
16,8057,7633,7907
17,7794,7985,7844
18,7871,7501,8062
19,7332,7927,7741
20,7522,7834,7865
21,7735,7201,7602
22,7720,7173,7190
23,7568,6637,7635
24,6414,7210,7192
25,6633,6885,7049
26,6154,7243,6684
27,6625,6623,6113
28,6104,6693,6119
29,6639,6158,6480
30,6134,5972,6413
31,5781,6794,5903
32,5919,5501,6679
33,6171,5574,6106
34,6072,5812,5717
35,6153,5710,5427
36,4945,6129,4628
37,4705,4370,4914
38,4127,5087,4999
39,5708,4978,4907
40,4516,4865,5100
41,4297,4025,3901
42,4360,3791,4609
43,4638,3630,4299
44,4233,3171,4053
45,3351,2950,3804
46,4579,3887,5870
47,4121,4676,4599
48,3308,3112,4852
49,4736,3523,2458
50,3462,2396,3197
51,4343,3113,5751
52,3610,2617,2899
53,1278,3672,4714
54,2784,2477,3615
55,1409,1729,4275
56,3112,3595,3505
57,5241,5926,2640
58,2771,1471,2565
59,2392,5809,2085
60,926,1502,3182
61,2415,2361,2674
62,1839,2632,3132
63,1142,1447,5348
64,5482,601,4207
65,2191,933,1807
66,1729,922,1807
67,489,1923,2181
68,879,1081,1764
69,1222,1219,6132
70,1639,553,3168
71,2854,673,4432
72,1372,685,4427
73,962,861,1527
74,1380,1240,4738
75,298,2890,4508
76,710,2407,1819
77,2354,669,1628
78,1433,3399,3682
79,1338,1219,1232
80,888,431,4513
81,292,1404,1585
82,2859,616,2993
83,1554,1305,1413
84,2047,573,5066
85,972,2218,1561
86,694,260,2719
87,804,1513,2378
88,1047,494,945
89,2810,586,2566
90,7656,460,3010
91,3279,1028,2126
92,1481,1332,1952
93,882,1784,6027
94,501,1299,2809
95,989,1116,4229
96,557,2057,2905
97,118,489,2740
98,183,670,2503
99,2006,114,2714
