,CPU,EQBIN_dw,EQBIN_lg,GPU,LGB
0,0.634273,0.634418,0.634418,0.63449,0.6346949281508785
1,0.584281,0.58455,0.58455,0.584524,0.5851035508919301
2,0.541354,0.541801,0.541801,0.541738,0.542334334688936
3,0.503887,0.505295,0.505295,0.504148,0.5052161717399842
4,0.471478,0.472432,0.472432,0.471676,0.4725909132555424
5,0.442425,0.443831,0.443831,0.442726,0.44378430190695356
6,0.417302,0.418351,0.418351,0.417142,0.4184941561510953
7,0.394757,0.395602,0.395602,0.394763,0.3957153826743614
8,0.37429,0.375526,0.375526,0.3744,0.3749701064296305
9,0.35559,0.356913,0.356913,0.355764,0.356936363153969
10,0.338717,0.340691,0.340691,0.339158,0.34029807631383563
11,0.323949,0.32626,0.32626,0.323437,0.32561143984282853
12,0.310178,0.312907,0.312907,0.309803,0.3117617187235956
13,0.29808,0.300322,0.300322,0.296984,0.29922146063518523
14,0.286496,0.288695,0.288695,0.286009,0.2875080349017958
15,0.275242,0.277973,0.277973,0.275103,0.2761779318463921
16,0.265311,0.268226,0.268226,0.265061,0.26664835778235035
17,0.255898,0.25912,0.25912,0.255537,0.2570598751136138
18,0.247381,0.250547,0.250547,0.246957,0.24868719291858943
19,0.239573,0.242901,0.242901,0.239624,0.24137764450771004
20,0.232732,0.235717,0.235717,0.231786,0.23393814736563806
21,0.226229,0.229075,0.229075,0.225662,0.22766635790046943
22,0.220266,0.22278,0.22278,0.219569,0.22210941515667923
23,0.214635,0.2168,0.2168,0.213842,0.21617485794513008
24,0.209652,0.211144,0.211144,0.208403,0.21077343064310053
25,0.20475,0.206382,0.206382,0.203891,0.2061304123542221
26,0.200198,0.20206,0.20206,0.199248,0.2014096906911415
27,0.195932,0.198126,0.198126,0.195404,0.19748943649675893
28,0.191868,0.194095,0.194095,0.191874,0.19373721722325493
29,0.188413,0.190625,0.190625,0.188079,0.18964336666700157
30,0.185253,0.187036,0.187036,0.184606,0.18627793949112678
31,0.181951,0.183659,0.183659,0.181321,0.1830704200955219
32,0.178836,0.1807,0.1807,0.178588,0.17981151702077877
33,0.175862,0.177844,0.177844,0.175891,0.1766398257789845
34,0.172194,0.175317,0.175317,0.172265,0.17392609235418552
35,0.169775,0.172445,0.172445,0.169955,0.17177022723013732
36,0.167021,0.169737,0.169737,0.167686,0.16915111300505797
37,0.164278,0.167655,0.167655,0.16534,0.1667043520878365
38,0.162315,0.164975,0.164975,0.162758,0.1644425930758116
39,0.159541,0.162733,0.162733,0.160943,0.16279430087315916
40,0.157749,0.160674,0.160674,0.159163,0.1605126097537122
41,0.155454,0.159079,0.159079,0.157758,0.15805478624767283
42,0.15393,0.157651,0.157651,0.156126,0.15679421927824294
43,0.152611,0.155434,0.155434,0.154164,0.15559110858930955
44,0.150424,0.152974,0.152974,0.152581,0.15353636347096414
45,0.147993,0.151796,0.151796,0.15108,0.15174631094525665
46,0.145711,0.150127,0.150127,0.148479,0.14939966788029638
47,0.144437,0.148321,0.148321,0.147375,0.14798277046089917
48,0.143442,0.146845,0.146845,0.146222,0.14704116832745204
49,0.142824,0.145519,0.145519,0.145472,0.1451206730970102
50,0.140872,0.144655,0.144655,0.143504,0.14418381536057173
51,0.140289,0.14368,0.14368,0.143056,0.14244008493223356
52,0.139632,0.141517,0.141517,0.141204,0.14139138049167516
53,0.138903,0.1407,0.1407,0.139726,0.14012329495443343
54,0.138117,0.139847,0.139847,0.138848,0.1388924842865219
55,0.137688,0.139214,0.139214,0.136892,0.13857628880244607
56,0.137154,0.138698,0.138698,0.136695,0.13828046580158848
57,0.135657,0.137328,0.137328,0.136442,0.13749725333920798
58,0.135292,0.136687,0.136687,0.135924,0.13701951198266063
59,0.133766,0.136258,0.136258,0.135778,0.1366902544631239
60,0.13227,0.135743,0.135743,0.135214,0.13511124588049678
61,0.132073,0.133877,0.133877,0.13475,0.134617703796451
62,0.131771,0.133339,0.133339,0.133898,0.13445207294148898
63,0.1316,0.132468,0.132468,0.133311,0.13387889155487884
64,0.130611,0.131864,0.131864,0.133087,0.13279141829864133
65,0.128478,0.131376,0.131376,0.13272,0.13197666191812793
66,0.12678,0.131098,0.131098,0.132401,0.13036940407486633
67,0.126577,0.130706,0.130706,0.131917,0.12958736622615472
68,0.125997,0.129924,0.129924,0.131809,0.12830056745311372
69,0.125744,0.129391,0.129391,0.131535,0.12805946769510104
70,0.125608,0.128639,0.128639,0.131058,0.12699399164133207
71,0.125414,0.127897,0.127897,0.130862,0.12552622843126363
72,0.124441,0.12769,0.12769,0.130365,0.12532350425404873
73,0.124316,0.127176,0.127176,0.12972,0.12455463554998235
74,0.124154,0.126944,0.126944,0.12936,0.12425299087392222
75,0.124072,0.126092,0.126092,0.129139,0.1236632523933051
76,0.123922,0.12596,0.12596,0.128626,0.1230853856254087
77,0.123763,0.123946,0.123946,0.128252,0.12256656654000386
78,0.123665,0.123501,0.123501,0.128205,0.12132454447369327
79,0.123589,0.123197,0.123197,0.127874,0.12095228033554413
80,0.12339,0.122953,0.122953,0.126454,0.12042709312535908
81,0.123084,0.122339,0.122339,0.126251,0.11939621537834472
82,0.121839,0.120989,0.120989,0.125966,0.11830833125870877
83,0.12172,0.120119,0.120119,0.125826,0.11807132147140822
84,0.121415,0.118867,0.118867,0.125594,0.1177645944810649
85,0.121085,0.117754,0.117754,0.125091,0.11733571741831529
86,0.120887,0.117175,0.117175,0.12451,0.11703732704361906
87,0.120684,0.117036,0.117036,0.124463,0.11648006080954301
88,0.120597,0.11614,0.11614,0.122794,0.11570885759803672
89,0.120182,0.115063,0.115063,0.1226,0.1143998327123993
90,0.119755,0.114368,0.114368,0.122278,0.11411892858253624
91,0.119671,0.113347,0.113347,0.122219,0.11326702975213297
92,0.119602,0.112028,0.112028,0.122101,0.11269916638926747
93,0.119547,0.110918,0.110918,0.121894,0.11173197353050483
94,0.118934,0.110444,0.110444,0.120939,0.1114480986028125
95,0.118607,0.109637,0.109637,0.120639,0.11088520133046537
96,0.118555,0.108897,0.108897,0.120496,0.1100178929872288
