,EQBIN_dw,EQBIN_lg,LGB
0,892,892,891
1,820,820,833
2,851,851,849
3,811,811,852
4,829,829,813
5,852,852,816
6,783,783,827
7,887,887,796
8,801,801,810
9,839,839,807
10,809,809,789
11,783,783,771
12,766,766,671
13,810,810,715
14,740,740,891
15,860,860,697
16,744,744,702
17,724,724,776
18,651,651,735
19,638,638,657
20,868,868,689
21,763,763,689
22,815,815,816
23,664,664,775
24,625,625,582
25,734,734,631
26,638,638,743
27,622,622,576
28,580,580,705
29,672,672,587
30,811,811,807
31,834,834,609
32,561,561,789
33,551,551,728
34,560,560,600
35,672,672,626
36,818,818,506
37,669,669,697
38,484,484,754
39,581,581,747
40,558,558,581
41,716,716,568
42,536,536,492
43,574,574,534
44,508,508,570
45,739,739,635
46,596,596,652
47,538,538,536
48,731,731,492
49,543,543,520
50,531,531,572
51,629,629,549
52,520,520,731
53,454,454,481
54,624,624,467
55,419,419,739
56,469,469,336
57,591,591,464
58,534,534,441
59,408,408,458
60,483,483,481
61,427,427,617
62,527,527,388
63,391,391,740
64,452,452,455
65,440,440,377
66,411,411,402
67,580,580,399
68,593,593,682
69,476,476,431
70,463,463,456
71,363,363,419
72,325,325,631
73,479,479,525
74,521,521,340
75,370,370,282
76,597,597,551
77,383,383,540
78,364,364,513
79,269,269,563
80,479,479,392
81,307,307,365
82,340,340,333
83,486,486,444
84,510,510,394
85,400,400,490
86,597,597,398
87,351,351,366
88,587,587,321
89,248,248,522
90,509,509,379
91,468,468,477
92,723,723,332
93,355,355,381
94,485,485,387
95,382,382,659
96,357,357,571
97,256,256,385
98,277,277,294
99,302,302,617
