,XGB,LGB
f15,0.0498262494081,0.0440403224012
f4,0.049032335051,0.0639818630098
f22,0.0484095855214,0.061445521085
f12,0.047192452877,0.0576399914439
f13,0.0453906386614,0.0553602012541
f20,0.0451879839855,0.0486815198985
f19,0.0450063205124,0.0478521571207
f25,0.0449556549876,0.0546913956847
f8,0.0448401744206,0.0420740419057
f18,0.0446623846991,0.0417645501663
f27,0.0446535534662,0.0530428795105
f6,0.0441841000043,0.046980318825
f3,0.0431602540307,0.0443624966868
f21,0.0416012971744,0.0414335423698
f9,0.0413792581463,0.0367357686512
f14,0.0409031526476,0.040503312415
f7,0.0401043574613,0.0367554504054
f10,0.0395680814064,0.0360172036883
f24,0.0389156727447,0.0330456926608
f17,0.0365589370838,0.0298374829575
f11,0.0156559970383,0.0106097524851
f26,0.0156432553966,0.0103903238023
f5,0.0156319395511,0.0104764279964
f23,0.0156219191263,0.0105733844015
f1,0.0155140866683,0.0103524288657
f2,0.015495606004,0.0105477323294
f16,0.015487155992,0.0104565876375
f0,0.0154175959336,0.0103476503417
