,XGB_CPU,XGB_GPU,LGBM
0,256,256,256
1,256,256,256
2,256,256,256
3,256,256,256
4,255,256,256
5,256,256,255
6,256,256,255
7,256,256,256
8,256,256,256
9,256,256,256
10,256,256,256
11,256,256,256
12,252,256,256
13,256,256,256
14,256,253,256
15,256,252,256
16,254,256,256
17,256,249,256
18,256,255,255
19,256,256,256
20,256,252,256
21,256,256,255
22,250,256,256
23,256,256,255
24,255,248,256
25,256,256,255
26,255,256,255
27,256,256,256
28,253,251,252
29,256,255,256
30,254,256,255
31,256,256,252
32,256,251,247
33,252,255,256
34,256,253,253
35,256,253,255
36,254,255,253
37,256,243,246
38,253,256,256
39,250,251,255
40,256,256,256
41,245,254,254
42,255,249,256
43,256,253,255
44,245,251,255
45,256,250,250
46,256,256,241
47,251,242,256
48,253,252,250
49,254,249,250
