,XGB,XGB_GPU,LGB
0,12083,11407,12222
1,11432,11602,11714
2,11656,11578,11718
3,11940,11688,11304
4,12169,11558,12471
5,11392,12520,11659
6,13206,11539,13238
7,11897,13108,12274
8,12754,12466,12776
9,11077,11429,11002
10,12721,11573,11659
11,11802,12203,12469
12,10284,10196,12538
13,11841,11847,11184
14,11140,10515,11325
15,11053,10908,10641
16,9421,9648,11177
17,10713,9745,9539
18,10464,9757,10602
19,10111,10107,10243
20,9750,9925,9544
21,8735,8546,9252
22,8339,9446,8451
23,8690,7920,9690
24,9144,8795,7821
25,8500,8249,7986
26,7782,7535,8049
27,7274,8201,7451
28,6109,7827,8380
29,7468,6561,6611
30,7265,6916,7868
31,7627,5702,7039
32,7624,7135,6772
33,6216,5701,7371
34,5295,5091,7544
35,4438,7719,6547
36,7310,6283,5634
37,4584,5391,5570
38,4767,4186,4000
39,4943,6016,4015
40,4585,7493,5108
41,4637,4640,5668
42,3006,3925,4345
43,3269,4343,3384
44,4904,3636,5313
45,3531,2902,3588
46,2521,3197,2922
47,4894,2800,2166
48,2476,3038,2764
49,3606,2179,2525
50,3133,4437,3883
51,2377,2373,5295
52,3093,3828,6016
53,3022,3636,2743
54,4998,3449,4370
55,2502,1587,5618
56,1410,2290,1677
57,3994,2514,2319
58,3569,3892,4254
59,3507,1919,1827
60,1676,2899,1602
61,3063,1894,3458
62,2939,2288,4224
63,1493,1905,1423
64,5055,3806,4126
65,3157,3668,4565
66,3514,1845,1798
67,2505,2725,5981
68,2146,1149,5227
69,4918,4802,2553
70,1823,1363,1772
71,2681,1970,2123
72,2312,1667,1852
73,1119,5227,1637
74,4291,2205,2083
75,1837,5097,2027
76,4988,2018,1516
77,1514,2972,1758
78,3200,1569,2071
79,6290,2263,1830
80,1789,4107,817
81,2309,1710,1813
82,1824,1070,2027
83,1873,4562,3392
84,5167,2259,3293
85,3767,4715,4048
86,1095,1402,1742
87,2269,1518,2801
88,4849,1419,4474
89,1165,2056,2152
90,3687,2384,2737
91,4934,2075,3504
92,1988,3498,738
93,2408,1519,1638
94,1837,2821,1936
95,4442,1840,1457
96,2048,3592,1440
97,2199,3199,7007
98,1117,4959,2634
99,3465,5050,1157
