,XGB,LGB
0,5986,5981
1,5915,5930
2,5672,5702
3,5776,5712
4,5568,5523
5,5907,5875
6,5594,5589
7,5451,5615
8,5574,5616
9,5541,5364
10,5186,5435
11,5513,5260
12,5552,5102
13,5186,4931
14,4863,4577
15,4491,4937
16,4896,4887
17,4883,3978
18,4134,4734
19,4529,5039
20,4280,4501
21,4036,3805
22,4076,4318
23,3930,3954
24,4839,3779
25,4474,3426
26,3691,3778
27,4088,3019
28,3929,3714
29,3461,3622
30,3176,3264
31,2572,4199
32,3859,2433
33,1727,2947
34,2804,3580
35,3293,2138
36,1513,1574
37,5582,2601
38,2188,4442
39,5585,2286
40,2234,1376
41,2643,1754
42,1647,1443
43,4540,1983
44,1302,1233
45,2248,3001
46,2096,1254
47,1986,3381
48,4434,1969
49,1391,3243
50,2057,1453
51,2262,2548
52,3034,1691
53,1213,1567
54,1187,1892
55,3755,1485
56,1490,1563
57,2689,3003
58,2857,2356
59,1066,1615
60,2311,1988
61,2454,2839
62,1565,1864
63,1191,2624
64,3492,1883
65,1660,1846
66,1440,2035
67,2878,2612
68,2043,2491
69,1017,2653
70,2502,2143
71,1706,857
72,2609,1097
73,998,1790
74,3474,1861
75,1507,1629
76,1352,1953
77,4236,2856
78,1650,3388
79,1653,3644
80,3019,1637
81,3109,1263
82,2180,1570
83,863,1249
84,3135,1951
85,2164,1962
86,1423,1657
87,1557,2582
88,3107,1273
89,2942,2880
90,1958,2282
91,3158,1403
92,808,3099
93,1753,2283
94,2995,1592
95,1922,2463
96,2389,982
97,2309,2304
98,1628,3034
99,2525,2722
