,EQBIN_dw,EQBIN_lg,LGB
0,15893,15893,15323
1,13926,13926,13402
2,14166,14166,13965
3,14063,14063,13413
4,14830,14830,13919
5,14583,14583,13958
6,14171,14171,13941
7,13576,13576,13760
8,14133,14133,14077
9,14014,14014,14471
10,14091,14091,12724
11,13066,13066,14013
12,13831,13831,13104
13,12994,12994,13172
14,13341,13341,12481
15,12647,12647,13152
16,12685,12685,12332
17,13763,13763,11846
18,12464,12464,12689
19,13448,13448,12516
20,12882,12882,12781
21,12012,12012,11911
22,12110,12110,12044
23,11667,11667,10270
24,11824,11824,11176
25,10961,10961,10908
26,10889,10889,9578
27,9204,9204,9716
28,9568,9568,9916
29,9534,9534,9343
30,9636,9636,8802
31,8997,8997,8260
32,8388,8388,8072
33,7837,7837,8291
34,7836,7836,6709
35,7681,7681,7784
36,7053,7053,7877
37,7200,7200,7179
38,7048,7048,6337
39,6969,6969,6705
40,6794,6794,5951
41,6169,6169,6174
42,6208,6208,6482
43,6466,6466,6402
44,5183,5183,4816
45,4319,4319,5258
46,5300,5300,4808
47,4225,4225,5053
48,4416,4416,4220
49,4368,4368,3866
50,3910,3910,3617
51,3834,3834,3860
52,3439,3439,3768
53,3944,3944,4133
54,2659,2659,3808
55,3116,3116,2769
56,1696,1696,2100
57,2570,2570,2412
58,1311,1311,4202
59,2209,2209,1895
60,1323,1323,2963
61,2229,2229,2155
62,1008,1008,2423
63,4256,4256,1694
64,2379,2379,2048
65,1293,1293,3606
66,1145,1145,4414
67,1217,1217,2408
68,1589,1589,838
69,2780,2780,2274
70,1548,1548,1765
71,6530,6530,2603
72,3551,3551,1682
73,6616,6616,2023
74,6138,6138,2136
75,1905,1905,2146
76,910,910,1949
77,1598,1598,3152
78,2128,2128,2420
79,1392,1392,3353
80,1739,1739,2893
81,3203,3203,2901
82,1634,1634,939
83,1435,1435,1503
84,3215,3215,4327
85,1551,1551,6019
86,5581,5581,1213
87,3585,3585,1503
88,2643,2643,1377
89,5221,5221,1257
90,4906,4906,3795
91,5355,5355,4062
92,2905,2905,1653
93,1941,1941,4613
94,1492,1492,4465
95,2125,2125,3355
96,1610,1610,1957
97,2725,2725,3121
98,5863,5863,2765
99,1382,1382,2731
100,1577,1577,2233
101,2508,2508,4637
102,1483,1483,2352
103,1958,1958,2258
104,2587,2587,4050
105,5394,5394,6417
106,5349,5349,2822
107,4796,4796,2219
108,3153,3153,2023
109,4396,4396,2916
110,3753,3753,1719
111,2486,2486,2670
112,3105,3105,2009
113,5007,5007,3556
114,6459,6459,5845
115,5296,5296,4443
116,4430,4430,5907
117,4444,4444,5534
118,3483,3483,5323
119,6709,6709,4726
120,4263,4263,4062
121,3404,3404,5373
122,4897,4897,4668
123,4960,4960,5431
124,5081,5081,5269
125,4890,4890,4931
126,2599,2599,5531
127,3035,3035,4224
128,6124,6124,3494
129,4234,4234,4474
130,5265,5265,4684
131,1852,1852,3256
132,5335,5335,1900
133,2351,2351,3788
134,2229,2229,1562
135,4633,4633,1636
136,4359,4359,2162
137,4479,4479,2711
138,3458,3458,4165
139,1838,1838,1525
140,1394,1394,1412
141,2090,2090,1221
142,4266,4266,1510
143,1395,1395,861
144,3784,3784,2284
145,4738,4738,5225
146,3376,3376,2355
147,4840,4840,3810
148,5000,5000,3707
149,1746,1746,4153
150,4260,4260,4865
151,4620,4620,3909
152,4251,4251,4694
153,2360,2360,4205
154,1130,1130,4594
155,2391,2391,4909
156,2224,2224,3445
157,1668,1668,2235
158,3542,3542,2011
159,1350,1350,3653
160,1433,1433,2585
161,2529,2529,2310
162,2713,2713,1763
163,3567,3567,1674
164,2639,2639,2353
165,3711,3711,2321
166,2547,2547,2369
167,3549,3549,3042
168,3350,3350,364
169,3967,3967,3352
170,1233,1233,3579
171,842,842,1280
172,2804,2804,2782
173,1841,1841,1188
174,1937,1937,2125
175,2923,2923,3286
176,1050,1050,2809
177,2664,2664,3141
178,1597,1597,3705
179,2064,2064,2007
180,1044,1044,2314
181,2508,2508,1815
182,2661,2661,2479
183,1512,1512,1384
184,3316,3316,1587
185,3739,3739,1238
186,1420,1420,2269
187,2845,2845,3903
188,674,674,3016
189,793,793,2746
190,3368,3368,1936
191,3352,3352,2307
192,2033,2033,1834
193,929,929,1286
194,852,852,982
195,1046,1046,2506
196,488,488,1394
197,643,643,2361
198,1742,1742,2290
199,1229,1229,2911
