,XGB_CPU,LGBM
0,1016,1013
1,1016,1023
2,1022,1020
3,1022,1020
4,1024,1020
5,1019,1023
6,1016,1020
7,1019,1017
8,1018,1023
9,1016,1019
10,1017,1019
11,1016,1022
12,1008,1018
13,1018,1020
14,1014,1018
15,1016,1019
16,1009,1013
17,1019,1020
18,1010,1019
19,1012,1022
20,1018,1021
21,1013,1011
22,1002,1022
23,1014,1005
24,1010,1003
25,1023,1019
26,1005,991
27,969,1007
28,1021,1006
29,973,981
30,1016,1000
31,973,1020
32,972,990
33,1019,943
34,1004,996
35,867,990
36,1017,1020
37,988,1005
38,1018,1004
39,960,979
40,941,893
41,981,881
42,828,1013
43,993,994
44,839,891
45,924,960
46,921,916
47,1014,961
48,998,975
49,988,986
50,801,856
51,883,1021
52,894,856
53,963,963
54,984,982
55,752,1008
56,971,858
57,916,884
58,932,1014
59,941,995
60,757,850
61,922,853
62,978,1003
63,991,989
64,948,902
65,1006,923
66,756,1006
67,973,959
68,1007,873
69,846,1014
70,709,778
71,1011,908
72,968,1017
73,965,961
74,641,918
75,921,1010
76,996,791
77,1011,1011
78,598,894
79,663,885
80,894,736
81,995,883
82,650,981
83,714,892
84,593,785
85,1010,1014
86,792,1008
87,681,941
88,987,979
89,947,992
90,958,1019
91,967,861
92,588,736
93,609,1022
94,738,729
95,907,1012
96,982,1004
97,998,828
98,954,990
99,657,955
100,964,1005
101,656,625
102,623,857
103,541,1022
104,960,948
105,627,879
106,625,732
107,1016,907
108,957,974
109,765,911
110,652,996
111,807,972
112,1000,627
113,856,707
114,836,993
115,632,1020
116,994,806
117,1017,859
118,733,980
119,958,987
120,635,747
121,1011,923
122,598,918
123,985,863
124,1007,1018
125,606,775
126,963,995
127,998,680
128,994,810
129,579,1006
130,989,966
131,430,959
132,736,764
133,611,870
134,542,1009
135,710,772
136,796,697
137,1012,695
138,792,977
139,1010,869
140,601,808
141,634,993
142,1011,682
143,800,732
144,867,802
145,809,805
146,981,980
147,673,1003
148,693,1010
149,887,910
150,898,721
151,702,728
152,809,856
153,942,567
154,998,1012
155,510,934
156,551,829
157,694,1007
158,556,579
159,961,978
160,929,936
161,553,1013
162,419,1018
163,840,957
164,456,952
165,889,984
166,878,896
167,909,965
168,1009,966
169,827,857
170,859,720
171,476,656
172,1009,831
173,985,819
174,518,919
175,654,841
176,1015,654
177,1002,986
178,707,645
179,901,946
180,903,864
181,962,829
182,509,1017
183,496,909
184,643,973
185,481,972
186,525,1005
187,552,1019
188,567,553
189,815,827
190,796,589
191,990,1017
192,814,587
193,755,1003
194,466,839
195,604,739
196,943,662
197,749,975
198,912,468
199,424,871
200,521,889
201,937,893
202,976,832
203,724,795
204,516,830
205,447,728
206,920,752
207,969,875
208,940,949
209,985,560
210,931,768
211,343,989
212,314,852
213,831,951
214,938,595
215,585,999
216,553,610
217,279,882
218,502,612
219,882,970
220,551,740
221,942,1000
222,936,928
223,977,1008
224,656,780
225,834,958
226,827,992
227,473,990
228,385,579
229,535,968
230,547,613
231,966,701
232,286,930
233,711,1007
234,391,707
235,945,993
236,699,906
237,960,994
238,305,535
239,364,704
240,323,986
241,898,800
242,380,698
243,384,989
244,281,798
245,545,729
246,559,937
247,485,721
248,914,626
249,811,780
250,543,908
251,184,965
252,391,564
253,795,912
254,671,694
255,271,606
256,533,893
257,400,860
258,951,987
259,933,1021
260,870,859
261,837,959
262,465,815
263,618,934
264,111,652
265,163,722
266,131,920
267,637,977
268,436,921
269,647,798
270,901,730
271,459,969
272,381,696
273,264,705
274,541,725
275,515,1001
276,424,875
277,473,988
278,330,902
279,867,825
280,248,1011
281,499,826
282,357,946
283,512,860
284,777,761
285,638,768
286,183,937
287,300,908
288,475,712
289,225,632
290,788,1001
291,306,930
292,707,894
293,427,872
294,941,909
295,911,886
296,325,882
297,519,819
298,176,712
299,519,660
300,292,893
301,395,833
302,279,1004
303,207,713
304,541,918
305,503,994
306,976,696
307,967,775
308,364,579
309,926,691
310,807,973
311,780,850
312,725,810
313,907,933
314,960,970
315,878,987
316,756,864
317,457,712
318,465,707
319,616,830
320,416,811
321,436,530
322,500,675
323,167,692
324,252,678
325,822,833
326,962,709
327,889,620
328,370,997
329,840,1010
330,558,877
331,501,917
332,690,885
333,973,614
334,1007,647
335,785,841
336,892,933
337,833,752
338,842,643
339,717,966
340,789,820
341,404,792
342,421,943
343,992,716
344,634,889
345,932,666
346,349,702
347,625,796
348,881,753
349,546,666
350,377,774
351,975,692
352,795,708
353,853,799
354,831,730
355,469,683
356,263,912
357,449,864
358,1023,944
359,954,880
360,691,932
361,249,807
362,388,861
363,313,635
364,1013,850
365,928,683
366,666,675
367,878,511
368,813,624
369,844,692
370,520,580
371,613,791
372,286,965
373,212,661
374,733,941
375,1020,922
376,683,917
377,511,776
378,294,677
379,587,770
380,802,1002
381,630,1011
382,630,627
383,399,895
384,474,1003
385,300,1009
386,789,815
387,380,976
388,357,1018
389,215,701
390,441,928
391,90,906
392,248,960
393,752,958
394,418,913
395,803,774
396,744,748
397,728,745
398,355,698
399,913,957
400,936,841
401,806,805
402,722,841
403,706,815
404,816,660
405,811,862
406,453,827
407,227,996
408,157,922
409,573,722
410,610,1007
411,978,693
412,609,989
413,502,877
414,996,897
415,561,996
416,618,1007
417,776,678
418,782,897
419,850,910
420,909,998
421,1000,1015
422,409,814
423,518,889
424,1016,968
425,707,599
426,681,915
427,782,873
428,451,767
429,667,898
430,571,851
431,427,739
432,456,833
433,656,723
434,210,994
435,85,813
436,365,879
437,981,911
438,905,1005
439,362,963
440,431,899
441,1001,761
442,791,884
443,520,893
444,579,913
445,490,625
446,1002,674
447,812,846
448,750,929
449,216,689
450,730,913
451,603,926
452,762,796
453,529,652
454,738,968
455,256,922
456,547,965
457,824,720
458,930,873
459,572,691
460,330,689
461,374,969
462,996,975
463,481,992
464,382,963
465,763,991
466,601,737
467,802,925
468,347,907
469,208,878
470,155,973
471,296,569
472,224,775
473,57,645
474,134,657
475,127,503
476,143,854
477,282,802
478,874,901
479,830,708
480,1011,867
481,671,672
482,406,736
483,258,706
484,797,846
485,404,930
486,972,839
487,837,985
488,245,889
489,844,982
490,850,824
491,787,850
492,423,794
493,563,577
494,709,796
495,741,943
496,706,755
497,474,867
498,61,638
499,166,923
