,XGB_CPU,XGB_GPU,LGBM
0,2025,2022,2033
1,2008,2007,2023
2,2010,2006,2004
3,2012,2015,2019
4,1997,1989,1994
5,1962,1951,1976
6,1987,1952,1980
7,1984,1977,1994
8,1951,1940,1944
9,1962,1940,1978
10,1931,1894,1948
11,1974,1960,1905
12,1895,1930,1919
13,1899,1812,1835
14,1871,1833,1928
15,1785,1795,1890
16,1761,1834,1798
17,1790,1774,1788
18,1773,1824,1820
19,1650,1835,1764
20,1856,1847,1789
21,1739,1801,1787
22,1726,1710,1851
23,1694,1807,1704
24,1804,1760,1617
25,1623,1842,1770
26,1736,1568,1617
27,1703,1584,1794
28,1606,1730,1598
29,1613,1523,1732
30,1583,1710,1537
31,1659,1614,1629
32,1519,1668,1703
33,1824,1542,1561
34,1627,1582,1501
35,1421,1315,1497
36,1617,1400,1345
37,1560,1666,1579
38,1538,1508,1430
39,1736,1547,1360
40,1486,1374,1479
41,1158,1361,1389
42,1442,1752,1563
43,1092,1114,1508
44,1375,1353,1361
45,1371,1689,1143
46,1455,1100,1505
47,1207,1246,1225
48,1378,1106,1242
49,1490,1359,1668
