,no_depth_limit,depth,depth_8,depth_18
0,8192,5313,256,8192
1,8192,5240,256,8192
2,8192,5090,256,8192
3,8192,5451,256,8192
4,8192,5513,256,8192
5,8192,4967,256,8192
6,8192,5465,255,8192
7,8192,5212,255,8192
8,8192,5450,256,8192
9,8192,5111,256,8192
10,8192,4914,251,8192
11,8192,4982,256,8192
12,8192,4951,256,8192
13,8192,4516,255,8192
14,8192,4379,255,8192
15,8192,4561,256,8192
16,8192,4695,253,8192
17,8192,4459,249,8192
18,8192,4518,252,8192
19,8192,5024,248,8192
20,8192,4281,256,8192
21,8192,4893,250,8192
22,8192,4043,244,8192
23,8192,3934,233,8192
24,8192,3515,249,8192
25,8192,4771,226,8192
26,8192,3036,246,8192
27,8192,4408,249,8192
28,8192,2975,254,8192
29,8192,3095,252,8192
30,8192,3554,234,8192
31,8192,3241,241,8192
32,8192,3008,236,8192
33,8192,2703,256,8192
34,8192,3002,245,8192
35,8192,3150,236,8192
36,8192,3253,239,6818
37,8192,2569,203,8192
38,8192,2232,234,8192
39,8192,1362,253,8192
40,8192,2752,239,8192
41,8192,2685,238,7072
42,8192,1796,250,7016
43,8192,3308,233,8192
44,8192,1547,247,3706
45,8192,1216,236,7932
46,8192,1955,235,3176
47,8192,2013,232,7079
48,8192,2341,254,8192
49,8192,2119,239,3821
50,8192,4567,243,5426
51,8192,2598,226,4858
52,8192,1760,203,5226
53,8192,1493,219,8192
54,8192,1509,250,5152
55,8192,2615,203,2736
56,8192,1360,234,8192
57,8192,3176,234,3898
58,8192,2033,239,6695
59,8192,3071,214,4598
60,8192,1213,235,5115
61,8192,2719,223,2458
62,8192,3495,220,4983
63,8192,1519,218,4883
64,8192,3030,227,3686
65,8192,1143,230,8192
66,8192,1094,250,8192
67,8192,2981,236,6158
68,8192,973,241,4149
69,8192,1016,246,4595
70,8192,1715,211,4553
71,8192,4963,236,5238
72,8192,3581,254,3141
73,8192,1515,216,7827
74,8192,2564,241,3801
75,8192,1332,195,6337
76,8192,2688,236,7894
77,8192,1604,230,8192
78,8192,2149,251,8192
79,8192,2215,206,4003
80,8192,816,229,8192
81,8192,2063,251,6606
82,8192,1932,248,8192
83,8192,984,240,5864
84,8192,1788,239,8192
85,8192,1568,209,4160
86,8192,3153,254,6654
87,8192,1220,201,3665
88,8192,4176,255,8192
89,8192,2503,237,8192
90,8192,1735,236,8192
91,8192,2352,252,8192
92,8192,2736,230,3440
93,8192,2599,231,8192
94,8192,1555,238,6897
95,8192,2421,197,6650
96,8192,2177,211,5545
97,8192,2195,226,5332
98,8192,1626,206,4937
99,8192,2457,240,8192
