,XGB,XGB_GPU,LGB
0,674,637,649
1,655,643,633
2,664,645,641
3,689,679,666
4,687,659,686
5,663,651,666
6,731,742,720
7,712,716,699
8,680,665,703
9,696,656,726
10,697,747,702
11,760,674,705
12,680,737,721
13,795,740,787
14,736,709,754
15,796,746,763
16,721,743,775
17,728,788,790
18,770,721,781
19,776,759,763
20,776,732,775
21,780,764,771
22,747,767,748
23,760,738,786
24,762,700,781
25,714,792,715
26,757,760,753
27,777,741,704
28,695,726,742
29,705,700,733
30,653,659,686
31,677,643,642
32,595,786,788
33,599,670,618
34,606,585,654
35,749,564,646
36,596,591,639
37,668,553,595
38,657,671,568
39,605,487,716
40,531,490,554
41,621,574,699
42,576,502,670
43,556,604,500
44,505,531,488
45,569,377,585
46,649,574,496
47,611,530,652
48,456,385,474
49,398,428,409
50,549,521,476
51,326,387,598
52,402,301,456
53,363,303,473
54,346,282,444
55,402,394,295
56,500,391,312
57,233,366,270
58,332,253,371
59,334,280,333
60,241,221,410
61,254,371,414
62,173,397,376
63,256,220,328
64,133,321,178
65,160,226,178
66,250,125,186
67,172,86,151
68,129,183,180
69,143,146,551
70,171,203,254
71,193,65,213
72,232,123,412
73,92,213,165
74,436,98,150
75,116,58,233
76,134,113,290
77,389,155,332
78,99,315,236
79,127,70,587
80,112,157,229
81,78,151,401
82,311,85,326
83,47,212,347
84,91,278,477
85,321,90,329
86,132,201,288
87,70,161,237
88,197,100,409
89,508,542,450
90,46,337,169
91,53,320,238
92,267,382,322
93,760,67,277
94,348,227,259
95,805,84,361
96,115,105,325
97,160,295,349
98,69,330,376
99,99,171,426
