,CPU,EQBIN_dw,EQBIN_lg,GPU,LGB
f23,0.1523803831458523,0.14531796834502722,0.14531796834502722,0.15597972577432975,0.142048832557138
f15,0.11508396353695072,0.11669450024852254,0.11669450024852254,0.10912381019347303,0.12681995624718045
f27,0.09464644765210198,0.09592235658775375,0.09592235658775375,0.09895599965958042,0.07222143117377171
f26,0.07964308969875179,0.08033072871028996,0.08033072871028996,0.0825587515232081,0.09172299613563936
f12,0.07593632151599453,0.07302992740829255,0.07302992740829255,0.07463420847650235,0.06190038841557459
f31,0.06806759559216634,0.06634195566231077,0.06634195566231077,0.06432957062823666,0.09315914962188829
f30,0.06161529550255088,0.05652100152326303,0.05652100152326303,0.05756921315814024,0.049120629038354194
f11,0.04903686246653364,0.054518230824233474,0.054518230824233474,0.049950226328631685,0.039139562584094095
f6,0.04752421546919697,0.048620623325807445,0.048620623325807445,0.050357911783745796,0.06504216624336297
f9,0.04280539141514202,0.045515187924455795,0.045515187924455795,0.042014639106962806,0.05713199418973029
f22,0.04205482891349511,0.03857214639768939,0.03857214639768939,0.04260651021510124,0.05510773512567582
f0,0.0400797549857165,0.04409463844926712,0.04409463844926712,0.04456382844398447,0.047556297400956474
f28,0.03920325690737571,0.03796248456290751,0.03796248456290751,0.036717234898135956,0.03244015588382819
f19,0.03633203884714599,0.03755199854463985,0.03755199854463985,0.03498893300081651,0.0334473999883974
f7,0.028603549010870238,0.03131861450355898,0.03131861450355898,0.028313757308842835,0.016418825768958294
f16,0.026562842197912127,0.02745207452738333,0.02745207452738333,0.02640851550822043,0.016717994603465933
f10,0.00021528071361529098,0.0,0.0,0.0,0.0
f8,0.00014858210272747287,0.0,0.0,0.00016927150942399143,0.0
f29,6.0300325900389746e-05,3.4148615179529434e-05,3.4148615179529434e-05,0.0,1.9211607179652937e-07
f1,0.0,0.0,0.0,0.0,1.023361364191464e-06
f17,0.0,0.0,0.0,0.0,0.0
f18,0.0,0.0,0.0,0.0,0.0
f20,0.0,0.0,0.0,0.0,0.0
f21,0.0,0.0,0.0,0.00028930240094236846,0.0
f13,0.0,3.578770124530585e-05,3.578770124530585e-05,0.0,0.0
f5,0.0,0.00016562613817228724,0.00016562613817228724,0.0,1.0639026683448562e-06
f24,0.0,0.0,0.0,0.0,7.137995424966914e-07
f25,0.0,0.0,0.0,0.00029926736000624094,0.0
f4,0.0,0.0,0.0,0.0,8.378991830936811e-07
f3,0.0,0.0,0.0,0.0,0.0
f14,0.0,0.0,0.0,0.0,0.0
f2,0.0,0.0,0.0,0.00016932272171510493,6.539431540075289e-07
