,CPU,EQBIN_dw,EQBIN_lg,GPU,LGB
0,836,852,852,824,862
1,817,798,798,809,811
2,813,853,853,809,801
3,810,816,816,803,813
4,823,863,863,791,851
5,868,849,849,853,921
6,798,781,781,791,822
7,909,904,904,903,910
8,807,826,826,803,807
9,759,796,796,759,839
10,765,820,820,795,735
11,819,836,836,786,803
12,775,834,834,794,808
13,827,843,843,797,837
14,803,803,803,795,805
15,759,745,745,751,810
16,734,758,758,761,715
17,776,789,789,763,788
18,670,752,752,652,802
19,633,639,639,711,669
20,667,718,718,670,641
21,792,664,664,667,626
22,693,633,633,573,544
23,672,672,672,760,574
24,610,661,661,632,674
25,549,644,644,535,591
26,541,619,619,620,561
27,600,610,610,471,618
28,588,682,682,456,553
29,612,617,617,607,653
30,516,521,521,655,507
31,503,563,563,601,513
32,821,502,502,574,710
33,455,440,440,498,526
34,703,478,478,696,857
35,368,379,379,385,466
36,556,413,413,429,760
37,753,700,700,604,387
38,727,730,730,754,716
39,720,461,461,441,446
40,822,752,752,789,762
41,343,532,532,578,573
42,455,690,690,386,681
43,578,378,378,794,510
44,327,454,454,588,752
45,791,413,413,465,517
46,389,238,238,740,457
47,537,364,364,754,333
48,251,807,807,348,582
49,384,731,731,768,496
50,698,444,444,303,484
51,380,309,309,277,215
52,322,366,366,322,378
53,212,407,407,249,491
54,685,548,548,384,245
55,202,286,286,268,476
56,256,518,518,369,519
57,468,239,239,468,270
58,565,335,335,206,244
59,399,794,794,257,360
60,570,723,723,633,361
61,476,375,375,404,891
62,325,224,224,328,382
63,465,376,376,255,562
64,243,299,299,368,207
65,582,436,436,301,242
66,305,166,166,269,561
67,803,549,549,253,245
68,435,238,238,289,202
69,267,837,837,192,320
70,263,553,553,211,772
71,252,890,890,768,511
72,336,502,502,477,729
73,441,288,288,402,518
74,675,815,815,755,936
75,535,172,172,482,363
76,682,265,265,740,242
77,390,181,181,459,637
78,156,848,848,807,531
79,245,440,440,496,848
80,207,317,317,244,471
81,144,821,821,262,616
82,559,442,442,318,395
83,383,663,663,218,712
84,894,387,387,172,206
85,228,336,336,291,340
86,488,472,472,325,207
87,481,261,261,233,214
88,330,446,446,175,486
89,200,432,432,227,715
90,372,342,342,219,247
91,108,311,311,123,352
92,135,167,167,904,448
93,176,800,800,627,216
94,425,492,492,334,439
95,704,476,476,225,712
96,197,688,688,593,383
97,167,188,188,744,740
98,784,687,687,377,239
99,843,449,449,209,327
