,XGB_CPU,XGB_GPU,LGBM
0,4574,4361,4630
1,4160,4280,4386
2,4369,4298,4567
3,4190,4282,4186
4,4198,4237,4582
5,4430,4255,4234
6,4178,4130,4586
7,4508,4147,4176
8,4166,4284,4654
9,4430,3953,4319
10,3970,4060,4506
11,3918,4107,4093
12,3797,3723,4061
13,4048,3950,4090
14,3748,3615,4140
15,3977,3909,4086
16,3745,3467,4246
17,3286,3635,3670
18,3393,3406,3476
19,3762,3607,3913
20,3739,3339,3787
21,3768,3682,3562
22,3477,3057,3386
23,3616,3286,3846
24,2895,3230,3347
25,3249,2891,3281
26,3231,2898,3109
27,3192,2660,3186
28,2643,2639,2941
29,2487,2490,3160
30,2760,2141,2531
31,2333,2917,2686
32,2571,2235,3304
33,3041,2222,2583
34,2701,2209,2687
35,2093,1776,2511
36,2633,2158,2357
37,2495,2239,2736
38,2557,2126,2748
39,2561,1769,2085
40,1871,2253,2514
41,2088,1391,2208
42,2464,2011,2384
43,1294,2203,2293
44,1472,1026,2866
45,2416,1848,2682
46,2078,1719,1737
47,1951,1595,1317
48,1172,1540,2422
49,1070,2141,2869
50,1905,1833,2336
51,2353,1455,1900
52,1064,845,2085
53,1724,1046,1566
54,2089,849,1825
55,1969,1314,1874
56,1363,1632,1742
57,1509,848,1543
58,843,1285,2703
59,1066,1557,1318
60,546,1520,1612
61,1605,1105,1325
62,1982,1131,866
63,1844,1230,2387
64,1269,1220,1982
65,1242,837,1165
66,1064,1715,1663
67,1454,1651,1275
68,1364,1131,2508
69,761,964,2096
70,2172,1490,1447
71,1850,1427,1837
72,2073,1517,1250
73,864,687,2084
74,1252,1200,1087
75,1623,863,1741
76,1728,480,1795
77,1623,779,1786
78,1112,944,1711
79,601,1128,2072
80,1241,454,1514
81,1189,1313,2242
82,1044,872,1963
83,1259,1593,2014
84,1302,1002,1414
85,1410,969,1289
86,1281,1029,907
87,1532,1674,899
88,637,538,946
89,592,535,1531
90,1953,1202,2023
91,848,766,1967
92,1409,762,2647
93,767,1481,937
94,1896,869,1641
95,853,1642,1692
96,1104,976,1967
97,1407,964,1628
98,1384,509,1423
99,847,882,1879
