,XGB,XGB_GPU,LGB
0,6630,6527,6793
1,6555,6455,6453
2,6062,5951,6459
3,6397,6098,6466
4,6131,5960,6276
5,6189,5900,6229
6,6179,6317,6102
7,6219,5780,6266
8,5683,5902,6024
9,6101,5981,6005
10,6227,5995,6171
11,6004,5495,6002
12,5468,5969,6080
13,5836,5696,5976
14,5605,5147,6261
15,5711,5348,5799
16,5835,5474,5265
17,5676,5234,5844
18,5654,4358,5255
19,5037,4470,5630
20,4315,4878,5871
21,5427,5018,5270
22,4622,4452,5055
23,3961,3730,5054
24,4618,4712,5029
25,4676,4933,5059
26,4310,3994,4021
27,5426,3570,4938
28,2603,4078,3259
29,4671,2630,3238
30,2530,3109,3318
31,2681,1784,3513
32,2808,2944,3600
33,3550,4199,3070
34,4661,2474,3719
35,2845,3456,3237
36,2714,2626,3715
37,3019,1948,3666
38,2674,2097,3574
39,2277,2403,2281
40,2434,1976,1985
41,3226,1626,3374
42,1550,1918,2441
43,2498,1138,1696
44,5187,2117,2471
45,1349,1960,2390
46,1696,1040,1707
47,1256,1348,2782
48,1184,1312,2323
49,1451,1779,2808
50,1580,1371,2155
51,1609,1236,2782
52,1240,1322,1680
53,4281,1030,2974
54,1802,2169,2519
55,1218,1259,2587
56,4153,1457,2382
57,1524,3033,4707
58,3039,1247,2774
59,1180,795,3408
60,3804,862,2164
61,940,1311,1672
62,2621,3452,2230
63,838,713,2094
64,739,2074,1707
65,419,931,4193
66,3377,3890,2241
67,1674,1551,4313
68,1870,2502,2188
69,575,1303,2921
70,4291,4529,1903
71,759,2095,2263
72,981,388,2557
73,338,1438,3961
74,753,3109,2186
75,862,637,2274
76,1041,2400,1761
77,3589,525,3128
78,1035,691,2114
79,2648,541,2356
80,326,409,2622
81,2404,413,2666
82,494,2246,3080
83,334,831,1629
84,706,2148,2742
85,1550,766,4566
86,1127,618,4536
87,466,1010,2046
88,3817,817,3085
89,2087,2370,4325
90,1730,3481,3319
91,1182,2837,2657
92,439,770,3276
93,1216,921,3004
94,886,782,1401
95,297,1424,4707
96,509,683,3250
97,1848,1537,2098
98,2622,614,2657
99,976,386,2725
