,XGB,LGB
0,29,29
1,32,32
2,29,29
3,32,31
4,29,32
5,32,31
6,31,29
7,29,31
8,32,30
9,29,31
10,32,31
11,32,31
12,31,32
13,32,32
14,32,32
15,31,32
16,29,31
17,26,32
18,24,28
19,30,30
20,32,31
21,31,30
22,29,32
23,25,31
24,32,30
25,32,31
26,30,32
27,31,32
28,26,29
29,32,29
30,29,31
31,32,32
32,29,28
33,25,27
34,32,29
35,28,32
36,25,29
37,26,31
38,30,25
39,23,27
40,32,27
41,27,30
42,29,32
43,29,31
44,32,24
45,26,28
46,18,24
47,29,26
48,27,31
49,13,28
50,23,28
51,28,19
52,25,19
53,28,32
54,13,32
55,18,25
56,29,19
57,28,32
58,25,29
59,21,19
60,29,28
61,26,19
62,23,25
63,17,23
64,28,26
65,25,31
66,18,30
67,18,19
68,12,30
69,17,32
70,27,27
71,25,31
72,26,27
73,27,20
74,17,17
75,18,15
76,17,19
77,24,24
78,18,30
79,25,30
80,16,32
81,29,24
82,32,21
83,23,28
84,17,13
85,13,26
86,26,31
87,27,32
88,19,31
89,27,30
90,29,27
91,17,24
92,18,32
93,12,16
94,18,26
95,26,20
96,26,22
97,17,31
98,31,20
99,32,22
100,17,17
101,13,23
102,16,18
103,18,30
104,22,32
105,27,25
106,31,29
107,30,21
108,19,20
109,28,25
110,12,30
111,23,28
112,19,31
113,17,32
114,19,19
115,25,17
116,16,17
117,27,20
118,18,31
119,16,24
120,12,17
121,14,20
122,32,22
123,31,27
124,27,18
125,16,13
126,13,19
127,23,19
128,17,27
129,28,17
130,21,20
131,30,14
132,15,27
133,19,19
134,28,32
135,21,20
136,28,32
137,15,25
138,14,19
139,11,30
140,25,22
141,21,19
142,31,30
143,25,32
144,26,30
145,18,24
146,15,21
147,30,19
148,9,28
149,25,30
150,16,17
151,12,21
152,26,22
153,26,29
154,27,28
155,16,28
156,21,17
157,14,29
158,26,28
159,13,18
160,11,23
161,25,24
162,27,31
163,27,31
164,27,22
165,12,19
166,11,30
167,27,24
168,32,32
169,32,29
170,14,24
171,14,21
172,21,32
173,18,29
174,16,25
175,19,13
176,21,19
177,30,19
178,20,24
179,21,17
180,12,20
181,26,21
182,30,25
183,26,31
184,22,26
185,31,17
186,25,28
187,22,26
188,28,30
189,30,27
190,18,26
191,12,31
192,15,18
193,18,19
194,28,14
195,11,24
196,29,16
197,17,19
198,14,18
199,30,20
200,25,19
201,26,18
202,14,31
203,29,17
204,21,26
205,17,27
206,26,27
207,22,30
208,18,31
209,27,28
210,17,31
211,11,23
212,26,30
213,19,25
214,18,32
215,29,20
216,28,23
217,24,32
218,23,19
219,21,29
220,18,25
221,20,27
222,16,32
223,20,28
224,30,28
225,22,31
226,23,23
227,21,26
228,27,22
229,19,28
230,19,32
231,15,32
232,24,31
233,19,27
234,32,26
235,29,16
236,15,18
237,21,30
238,26,25
239,29,31
240,20,24
241,19,18
242,27,32
243,27,28
244,11,24
245,12,13
246,25,23
247,31,29
248,18,20
249,32,17
250,18,16
251,26,22
252,26,13
253,27,32
254,28,21
255,32,32
256,20,27
257,28,27
258,27,31
259,29,27
260,28,25
261,26,23
262,18,29
263,15,26
264,14,19
265,28,18
266,31,21
267,31,27
268,29,31
269,30,30
270,27,18
271,25,17
272,29,31
273,25,31
274,27,19
275,15,13
276,12,32
277,14,21
278,13,18
279,16,22
280,20,25
281,14,31
282,26,30
283,16,18
284,18,28
285,16,26
286,20,16
287,14,18
288,21,30
289,27,19
290,26,30
291,29,24
292,26,20
293,13,13
294,27,28
295,13,18
296,28,24
297,19,13
298,19,19
299,18,30
300,6,20
301,31,26
302,24,30
303,25,25
304,30,27
305,29,21
306,26,31
307,31,31
308,21,25
309,29,17
310,24,32
311,14,32
312,21,26
313,17,32
314,17,28
315,16,30
316,32,24
317,28,27
318,30,29
319,31,29
320,26,15
321,23,22
322,26,29
323,18,19
324,15,25
325,12,24
326,17,28
327,28,25
328,28,32
329,23,23
330,29,32
331,19,23
332,25,29
333,29,17
334,26,18
335,28,30
336,19,28
337,14,32
338,31,23
339,26,28
340,26,27
341,24,20
342,29,24
343,11,22
344,24,18
345,30,31
346,26,17
347,29,18
348,18,32
349,20,28
350,23,25
351,26,23
352,17,24
353,18,22
354,22,29
355,18,18
356,14,29
357,19,25
358,22,29
359,27,30
360,32,27
361,17,17
362,26,14
363,24,23
364,18,21
365,24,24
366,29,26
367,18,14
368,30,19
369,18,15
370,32,16
371,16,18
372,22,30
373,14,30
374,15,32
375,16,28
376,19,21
377,21,29
378,12,18
379,20,31
380,12,29
381,21,30
382,28,30
383,21,29
384,12,30
385,26,32
386,16,29
387,11,28
388,19,31
389,19,21
390,6,27
